diseaseID,planName,plan_claimed,Plan_Count
21,"Tele OPD Consultation Rider",1,54
21,"Travel Assist Card�",1,55
21,"Travel Elect (Group)",1,56
21,"Travel Prime Holiday Insurance Policy (Group)",1,57
21,"Travel Prime Policy",1,58
21,"Unlimited Restore (Add On )",1,59
21,"Voyager Travel Insurance (Group)",1,60
21,"Family Medicare Policy",4,1
22,"Alpa Bima � Group",1,1
22,"Arogya Raksha- Group Health Insurance Scheme",1,2
22,"Arogya Sanjeevani",1,3
22,"Arogya Sanjeevani Policy",1,4
22,"Arogya Shield",1,5
22,"Arogya Supreme",1,6
22,"Chola Mashak (Mosquito) Rakshak-Group",1,7
22,"Criti Shield Plus",1,8
22,"Digit On -the- Move Group Policy",1,9
22,"Family Care",1,10
22,"Family Health Optima Insurance Plan",1,11
22,"Family Shield",1,12
22,"Future Health Protect � Group",1,13
22,"Group Safeguard Micro Insurance",1,14
22,"Group Saral Suraksha Bima-Care Health Insurance",1,15
22,"Group Travel Insurance",1,16
22,"Health Insurance Policy � Retail",1,17
22,"Health Plus",1,18
22,"Health Pulse",1,19
22,"Health Recharge�",1,20
22,"Health Total",1,21
22,"Home Credit Assure Package Insurance",1,22
22,"ICICI LOMBARD COMPLETE HEALTH INSURANCE",1,23
22,"Income Protect",1,24
22,"Kotak Accident Care",1,25
22,"Kotak Group Secure Shield",1,26
22,"M Care�",1,27
22,"Medi classic Insurance Policy (Individual)",1,28
22,"my: Sampoorna Suraksha",1,29
22,"my:health�Critical Suraksha Plus",1,30
22,"Navi Cure",1,31
22,"Navi Health Group Critical Surgery",1,32
22,"Navi Health Group Insurance",1,33
22,"Navi Health Group Personal Accident Insurance",1,34
22,"Navi Health Group Travel Insurance",1,35
22,"Navi Health HospiCash",1,36
22,"Pravasi Bhartiya Bima Yojana",1,37
22,"Rashtriya Swasthya Bima Yojana",1,38
22,"Sarv Suraksha Plus (Group)",1,39
22,"Silver Health",1,40
22,"Star Cardiac Care Insurance Policy",1,41
22,"Star Cardiac Care Insurance Policy- Platinum",1,42
22,"Star Comprehensive Insurance Policy",1,43
22,"Star Critical Illness Multipay Insurance Policy",1,44
22,"Star Group Critical Illness Multipay Insurance Policy",1,45
22,"Star Group Health Insurance Policy � Gold (For Bank Customers)",1,46
22,"Star Micro Rural and Farmers Care",1,47
22,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,48
22,"Super Top-up Medicare Policy",1,49
22,"Tata AIG Criti- Medicare",1,50
22,"Travel Corona Protect- International (Group)",1,51
22,"Travel Insurance�",1,52
22,TravelAssure,1,53
22,"Welness Benefit Addon(Group)",1,54
22,"Zero Co-Pay",1,55
22,"�Arogya Plus Policy",1,56
22,"Saral Suraksha Bima",8,1
23,"Alpa Bima � Group",1,1
23,"Bajaj Allianz Bharat Bhraman Insurance Policy",1,2
23,"Bharat Yatra Suraksha",1,3
23,"BoB National Health Policy",1,4
23,"Care Classic",1,5
23,"Care Plus",1,6
23,"Chola Mashak (Mosquito) Rakshak-Group",1,7
23,"E Travel Value policy",1,8
23,"Easy Travel",1,9
23,"Edelweiss HealthPlus Policy",1,10
23,Educare,1,11
23,"Family Health Optima Accident Care Policy",1,12
23,"Family Health Optima�",1,13
23,"Future Criticare",1,14
23,"Future Health Protect � Group",1,15
23,"Future Poorna Suraksha � Group",1,16
23,"Future Vector Care (Group)",1,17
23,"Future Vector Care�",1,18
23,"Globetrotter - Overseas Group Travel Insurance",1,19
23,"Group Arogya Sanjeevani Policy - Star Health and Allied Insurance Co Ltd",1,20
23,"Group Business Travelers Insurance Policy",1,21
23,"Group Corona Kavach Policy",1,22
23,"Group Credit Protection Policy",1,23
23,"Group Easy Travel Senior",1,24
23,"Health Insurance Policy � Retail",1,25
23,"Health Prime (Group)",1,26
23,"Health Pulse",1,27
23,"Health Total",1,28
23,"International Travel Insurance",1,29
23,"IRCTC Air Care Policy",1,30
23,"Kotak Group Accident Protect - Micro Insurance",1,31
23,"Kotak Group Health Assure",1,32
23,"Kotak Secure Shield",1,33
23,"M Care�",1,34
23,"Mosquito Disease Protection Policy � Group",1,35
23,"my:health�Women Suraksha",1,36
23,"Navi Health Group Seasonal Byte",1,37
23,"Navi Health Seasonal Byte",1,38
23,"Optima Restore",1,39
23,"Optional Travel Insurance for E-ticket passengers - IRCTC",1,40
23,"Personal Care Insurance Policy",1,41
23,"Personal Protect Policy",1,42
23,"Rashtriya Swasthya Bima Yojana",1,43
23,"Sarv Suraksha Plus (Group)",1,44
23,"Smart Health + (Add-On)",1,45
23,"Star Cancer Care Platinum Insurance Policy",1,46
23,"Star Comprehensive Insurance Policy",1,47
23,"Star Critical Illness Multipay Insurance Policy",1,48
23,"Star Group Covid Insurance Policy",1,49
23,"Star Group Critical Illness Multipay Insurance Policy",1,50
23,"Star Super Surplus Insurance Policy",1,51
23,"Super No Claim Bonus Rider",1,52
23,"Tata AIG Criti- Medicare",1,53
23,"Travel Prime Policy",1,54
23,Travelsure(Group),1,55
23,"Welness Benefit Addon(Group)",1,56
23,"�Arogya Plus Policy",1,57
23,"Saral Suraksha Bima",8,1
24,"Arogya Premier Policy",1,1
24,"Arogya Raksha- Group Health Insurance Scheme",1,2
24,"Care Classic",1,3
24,"Chola Group Top Up Protect",1,4
24,"Diabetes Safe Insurance Policy",1,5
24,"Digit On -the- Move Group Policy",1,6
24,"Domestic Travel Insurance",1,7
24,"E Travel Value policy",1,8
24,"Family Health Optima Insurance Plan",1,9
24,"Family Shield",1,10
24,"Flexi Health Protect(Group)",1,11
24,"Future Poorna Suraksha � Group",1,12
24,"Future Vector Care (Group)",1,13
24,"Grameen Care Plus - Micro Insurance Product",1,14
24,"Group Credit Health Policy",1,15
24,"Group Credit Protection Policy",1,16
24,"Group Hospi Shield",1,17
24,"Group Hospital Cash Policy",1,18
24,"Group Travel Insurance",1,19
24,"Health Booster",1,20
24,"Health Total",1,21
24,"Home Care Treatment",1,22
24,"Hospital Daily Cash -Group",1,23
24,"IRCTC Air Care Policy",1,24
24,"Kotak Group Accident Protect",1,25
24,"Kotak Group Secure Shield",1,26
24,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,27
24,"Medi classic Insurance Policy (Individual)",1,28
24,"my:health�Critical Illness (Add On)",1,29
24,"Navi Health Group Critical Illness Insurance",1,30
24,"Navi Health Seasonal Byte",1,31
24,"Optima Restore",1,32
24,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,33
24,"Overseas Group Travel Insurance",1,34
24,"Personal Care Insurance Policy",1,35
24,"Personal Protect Policy",1,36
24,"Pravasi Bharatiya Bima Yojana Policy�",1,37
24,"Pravasi Bhartiya Bima Yojana",1,38
24,"Quick Health",1,39
24,"Ride Safe Travel Insurance",1,40
24,"Sarv Suraksha Plus (Group)",1,41
24,"Silver Health",1,42
24,"Smart Health + (Add-On)",1,43
24,"Star Comprehensive Insurance Policy",1,44
24,"Star Critical Illness Multipay Insurance Policy",1,45
24,"Star Group Covid Insurance Policy",1,46
24,"Star Group Critical Illness Multipay Insurance Policy",1,47
24,"Student Suraksha- Student Overseas Travel",1,48
24,"Sukshma Hospi-Cash (Micro-Insurance Product)",1,49
24,"Super reload Rider",1,50
24,"Super Top-up Medicare Policy",1,51
24,"Swasthya Suraksha",1,52
24,"Tele OPD Consultation Rider",1,53
24,"Travel Assist Card�",1,54
24,"Travel Corona Protect- International (Group)",1,55
24,"Travel Prime Policy",1,56
24,"UB Arogyadaan",1,57
24,"Wellness Addon",1,58
24,"Zero Co-Pay",1,59
24,"Saral Suraksha Bima",9,1
25,"Alpa Bima � Group",1,1
25,"Arogya Raksha- Group Health Insurance Scheme",1,2
25,"Arogya Sanjeevani",1,3
25,"Arogya Sanjeevani Policy",1,4
25,"Arogya Shield",1,5
25,"Arogya Supreme",1,6
25,"Bharat Yatra Suraksha",1,7
25,"Bharat Yatra Suraksha Group",1,8
25,"Care Classic",1,9
25,"Chola Group EMI Protect",1,10
25,"Criti Shield Plus",1,11
25,"Diabetes Safe Insurance Policy",1,12
25,"E Travel Value policy",1,13
25,Educare,1,14
25,"Family Health Optima�",1,15
25,"Family Shield",1,16
25,"Flexi Health Protect(Group)",1,17
25,"Future Hospicash",1,18
25,"Future Poorna Suraksha � Group",1,19
25,"Future Vector Care (Group)",1,20
25,"Globetrotter - Overseas Group Travel Insurance",1,21
25,"Group Protect",1,22
25,"HDFC ERGO Group Health Insurance",1,23
25,"Health Booster",1,24
25,"Health Insurance Policy � Retail",1,25
25,"Health Pulse",1,26
25,"Health Shield 360",1,27
25,"Health Total",1,28
25,"International Travel Insurance",1,29
25,"IRCTC Air Care Policy",1,30
25,"Kotak Accident Care",1,31
25,"Kotak Group Accident Protect",1,32
25,"Kotak Group Health Assure",1,33
25,"Kotak Secure Shield",1,34
25,"M Care�",1,35
25,"my: Sampoorna Suraksha",1,36
25,"my:credit�Comprehensive Suraksha",1,37
25,"my:health�Critical Illness (Add On)",1,38
25,"Navi Health",1,39
25,"Navi Health Group Personal Accident Insurance",1,40
25,"Navi Health Group Travel Insurance",1,41
25,"Optima Restore",1,42
25,"Optional travel insurance for E-ticket passengers",1,43
25,"Optional Travel Insurance for E-ticket passengers - IRCTC",1,44
25,"Oriental Insurance Bank Saathi Policy- Group",1,45
25,"Personal Care Insurance Policy",1,46
25,"Pravasi Bhartiya Bima Yojana",1,47
25,"Quick Health",1,48
25,"Smart Health + (Add-On)",1,49
25,"Star Cardiac Care Insurance Policy- Platinum",1,50
25,"Star Critical Illness Multipay Insurance Policy",1,51
25,"Star Group Health Insurance Policy � Gold (For Bank Customers)",1,52
25,"Tata AIG Criti- Medicare",1,53
25,"Travel Assist Card�",1,54
25,"Travel Prime Policy",1,55
25,"Unlimited Restore (Add On )",1,56
25,"Voyager Travel Insurance (Group)",1,57
25,"Zero Co-Pay",1,58
25,"�Arogya Plus Policy",1,59
25,"Saral Suraksha Bima",8,1
26,"Arogya Shield",1,1
26,"Bharat Yatra Suraksha",1,2
26,"Corona Kavach Policy",1,3
26,"Diabetes Safe Insurance Policy",1,4
26,"Digit Group Total Protect Policy",1,5
26,"Digit On -the- Move Group Policy",1,6
26,"Domestic Travel Insurance",1,7
26,"Easy Travel",1,8
26,"Easy Travel Group Travel Health�",1,9
26,"Family Care",1,10
26,"Family Health Optima Accident Care Policy",1,11
26,"Future Criticare",1,12
26,"Future Poorna Suraksha � Group",1,13
26,"Future Vector Care (Group)",1,14
26,"Globetrotter - Overseas Group Travel Insurance",1,15
26,"Grameen Care Plus - Micro Insurance Product",1,16
26,"Group Hospi Shield",1,17
26,"Group Protect",1,18
26,"Group Safeguard Insurance",1,19
26,"Group Saral Suraksha Bima-Care Health Insurance",1,20
26,"Group Travel Insurance",1,21
26,"Health Insurance Policy � Retail",1,22
26,"Health Prime -Rider for Health Products",1,23
26,"Health Prime (Group)",1,24
26,"Health Recharge�",1,25
26,"Health Shield 360",1,26
26,"Hospital Daily Cash -Group",1,27
26,"Kotak Group Health Assure",1,28
26,"Kotak Secure Shield",1,29
26,"Loan Secure Insurance Policy",1,30
26,"M Care (Group)",1,31
26,"Medi classic Insurance Policy (Individual)",1,32
26,"my:credit�Comprehensive Suraksha",1,33
26,"my:health�Comprehensive Suraksha - Group",1,34
26,"my:health�Critical Suraksha Plus",1,35
26,"Navi Health CritiCare",1,36
26,"Navi Health Group Critical Illness Insurance",1,37
26,"Navi Health Super Top Up",1,38
26,"Optional travel insurance for E-ticket passengers",1,39
26,"Oriental - Critical illness policy",1,40
26,"Oriental Insurance Bank Saathi Policy- Group",1,41
26,"Overseas Group Travel Insurance",1,42
26,"Personal Protect Policy",1,43
26,"Pravasi Bhartiya Bima Yojana",1,44
26,"Ride Safe Travel Insurance",1,45
26,"Saral Suraksha Bima-Group",1,46
26,"Star Cancer Care Platinum Insurance Policy",1,47
26,"Star Group Covid Insurance Policy",1,48
26,"Star Super Surplus (Floater) Insurance Policy",1,49
26,"Star Super Surplus Insurance Policy",1,50
26,"Student Suraksha- Student Overseas Travel",1,51
26,"Sukshma Hospi-Cash (Micro-Insurance Product)",1,52
26,"Super reload Rider",1,53
26,"Surakshit Loan Bima",1,54
26,"Swasthya Suraksha",1,55
26,"Tata AIG Criti- Medicare",1,56
26,"Tele OPD Consultation Rider",1,57
26,"Travel Assist Card�",1,58
26,"Travel Companion",1,59
26,"Travel Corona Protect- International (Group)",1,60
26,"Travel Elect (Group)",1,61
26,"Travel Insurance for E- ticket Passengers-For(IRCTC)",1,62
26,"Travel Insurance�",1,63
26,"Travel Prime Holiday Insurance Policy (Group)",1,64
26,TravelAssure,1,65
26,"UB Arogyadaan",1,66
26,"Young Star Insurance Policy",1,67
26,"�Arogya Plus Policy",1,68
26,"Group Credit Health Policy",4,1
26,"Group Credit Secure Plus",4,2
26,"Group Hospital Cash Policy",4,3
26,"Star Group Critical Illness Multipay Insurance Policy",4,4
27,"Alpa Bima � Group",1,1
27,"Arogya Premier Policy",1,2
27,"Arogya Raksha- Group Health Insurance Scheme",1,3
27,"Arogya Shield",1,4
27,"Bajaj Allianz Bharat Bhraman Insurance Policy",1,5
27,"Bharat Yatra Suraksha",1,6
27,"Care Plus",1,7
27,"Corona Kavach Policy",1,8
27,"Criti Shield Plus",1,9
27,"Diabetes Safe Insurance Policy",1,10
27,"Digit On -the- Move Group Policy",1,11
27,"Domestic Travel Insurance",1,12
27,"E Travel Value policy",1,13
27,Educare,1,14
27,"Family Care",1,15
27,"Flexi Health Protect(Group)",1,16
27,"Future Vector Care (Group)",1,17
27,"Group Corona Kavach Policy",1,18
27,"Group Credit Protection Policy",1,19
27,"Group Easy Travel Senior",1,20
27,"Group Hospi Shield",1,21
27,"Group Hospital Cash Policy",1,22
27,"Group Personal Accident",1,23
27,"Group Protect",1,24
27,"Group Saral Suraksha Bima-Care Health Insurance",1,25
27,"HDFC ERGO Group Health Insurance",1,26
27,"Health Plus",1,27
27,"Health Prime -Rider for Health Products",1,28
27,"Health Prime (Group)",1,29
27,"Health Total",1,30
27,"Home Credit Assure Package Insurance",1,31
27,"Income Protect",1,32
27,"International Travel Insurance",1,33
27,"IRCTC Air Care Policy",1,34
27,"Janata Personal Accident",1,35
27,"Kotak Group Health Assure",1,36
27,"Kotak Group Secure Shield - Micro Insurance",1,37
27,"Kotak Secure Shield",1,38
27,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,39
27,"my:health�Critical Illness (Add On)",1,40
27,"Navi Cure",1,41
27,"Navi Health",1,42
27,"Navi Health Accident",1,43
27,"Navi Health CritiCare",1,44
27,"Navi Health Group Seasonal Byte",1,45
27,"Navi Health Seasonal Byte",1,46
27,"Navi Health Super Top Up",1,47
27,"Overseas Group Travel Insurance",1,48
27,"Quick Health",1,49
27,"Rashtriya Swasthya Bima Yojana",1,50
27,"Saral Suraksha Bima-Group",1,51
27,"Sarv Suraksha Plus (Group)",1,52
27,"Senior Citizens Red Carpet Health Insurance Policy�",1,53
27,"Smart Health + (Add-On)",1,54
27,"Star Critical Illness Multipay Insurance Policy",1,55
27,"Star Super Surplus (Floater) Insurance Policy",1,56
27,"Surakshit Loan Bima",1,57
27,"Travel Corona Protect- International (Group)",1,58
27,"Travel Elect (Group)",1,59
27,"Travel Insurance for E- ticket Passengers-For(IRCTC)",1,60
27,Travelsure(Group),1,61
27,"�Arogya Plus Policy",1,62
27,"Saral Suraksha Bima",10,1
28,"Arogya Raksha- Group Health Insurance Scheme",1,1
28,"Arogya Sanjeevani Policy",1,2
28,"Arogya Supreme",1,3
28,"Chola Group EMI Protect",1,4
28,"Diabetes Safe Insurance Policy",1,5
28,"Domestic Travel Insurance",1,6
28,"Easy Travel",1,7
28,"Easy Travel Group Travel Health�",1,8
28,"Family Health Optima Insurance Plan",1,9
28,"Family Medicare Policy",1,10
28,"Family Shield",1,11
28,"Flexi Health Protect(Group)",1,12
28,"Future Criticare",1,13
28,"Future Hospicash",1,14
28,"Future Vector Care (Group)",1,15
28,"Globetrotter - Overseas Group Travel Insurance",1,16
28,"Group Corona Kavach Policy",1,17
28,"Group Credit Health Policy",1,18
28,"Group Credit Protection Policy",1,19
28,"Group Hospi Shield",1,20
28,"Group Hospital Cash Policy",1,21
28,"Group Protect",1,22
28,"Group Safeguard Micro Insurance",1,23
28,"Health Booster",1,24
28,"Health Prime (Group)",1,25
28,"Health Total",1,26
28,"Home Credit Assure Package Insurance",1,27
28,"International Travel Insurance",1,28
28,"IRCTC Air Care Policy",1,29
28,"Kotak Group Accident Protect",1,30
28,"Kotak Group Accident Protect - Micro Insurance",1,31
28,"Loan Secure Insurance Policy",1,32
28,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,33
28,"my: health medisure Super Topup",1,34
28,"my: Optima Secure",1,35
28,"my:health�Comprehensive Suraksha - Group",1,36
28,"my:health�Critical Illness (Add On)",1,37
28,"Navi Health",1,38
28,"Navi Health CritiCare",1,39
28,"Navi Health Group Critical Surgery",1,40
28,"Navi Health Group Personal Accident Insurance",1,41
28,"Navi Health Group Travel Insurance",1,42
28,"Optional travel insurance for E-ticket passengers",1,43
28,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,44
28,"Oriental - Critical illness policy",1,45
28,"Personal Care Insurance Policy",1,46
28,"Saral Suraksha Bima-Group",1,47
28,"Star Cardiac Care Insurance Policy- Platinum",1,48
28,"Star Comprehensive Insurance Policy",1,49
28,"Star Group Covid Insurance Policy",1,50
28,"Star Micro Rural and Farmers Care",1,51
28,"Star Super Surplus (Floater) Insurance Policy",1,52
28,"Star Super Surplus Insurance Policy",1,53
28,"Surakshit Loan Bima",1,54
28,"Swasthya Suraksha",1,55
28,"Tele OPD Consultation Rider",1,56
28,"Travel Assist Card�",1,57
28,"Travel Companion",1,58
28,"Travel Insurance�",1,59
28,"Travel Prime Holiday Insurance Policy (Group)",1,60
28,Travelsure(Group),1,61
28,"UB Arogyadaan",1,62
28,"Voyager Travel Insurance (Group)",1,63
28,"Young Star Insurance Policy",1,64
28,"Zero Co-Pay",1,65
28,"Saral Suraksha Bima",6,1
29,"Additional S.I. for Pandemic and epidemic Rider",1,1
29,"Arogya Premier Policy",1,2
29,"Arogya Sanjeevani",1,3
29,"Bharat Yatra Suraksha",1,4
29,"Bharat Yatra Suraksha Group",1,5
29,"Care Plus",1,6
29,"Chola Group EMI Protect",1,7
29,"Chola Mashak (Mosquito) Rakshak-Group",1,8
29,"Corona Kavach Policy",1,9
29,"E Travel Value policy",1,10
29,"Easy Travel",1,11
29,"Edelweiss HealthPlus Policy",1,12
29,Educare,1,13
29,"Family Health Optima�",1,14
29,"Family Shield",1,15
29,"Flexi Max Protect",1,16
29,"Future Criticare",1,17
29,"Future Vector Care�",1,18
29,"Globetrotter - Overseas Individual Student Travel Insurance",1,19
29,"Group Business Travelers Insurance Policy",1,20
29,"Group Corona Kavach Policy",1,21
29,"Group Credit Health Policy",1,22
29,"Group Easy Travel Senior",1,23
29,"Group Hospi Shield",1,24
29,"Group Hospital Cash Policy",1,25
29,"Group Loan Bima",1,26
29,"Group Safeguard Micro Insurance",1,27
29,"Group Travel Insurance",1,28
29,"Health Booster",1,29
29,"Health Insurance Policy � Retail",1,30
29,"Health Plus",1,31
29,"Health Prime (Group)",1,32
29,"ICICI LOMBARD COMPLETE HEALTH INSURANCE",1,33
29,"Income Protect",1,34
29,"IRCTC Air Care Policy",1,35
29,"Kotak Group Health Assure",1,36
29,"Kotak Group Secure Shield",1,37
29,"M Care (Group)",1,38
29,"my:credit�Comprehensive Suraksha",1,39
29,"my:health�Women Suraksha",1,40
29,"Navi Cure",1,41
29,"Navi Health",1,42
29,"Navi Health Accident",1,43
29,"Navi Health Group HospiCash",1,44
29,"Navi Health Group Insurance",1,45
29,"Navi Health Group Personal Accident Insurance",1,46
29,"Navi Health Group Seasonal Byte",1,47
29,"Navi Health Group Travel Insurance",1,48
29,"Navi Health Seasonal Byte",1,49
29,"Navi Health Super Top Up",1,50
29,"Optional travel insurance for E-ticket passengers",1,51
29,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,52
29,"Personal Protect Policy",1,53
29,"Pravasi Bharatiya Bima Yojana Policy�",1,54
29,"Pravasi Bhartiya Bima Yojana",1,55
29,"Rashtriya Swasthya Bima Yojana",1,56
29,"Ride Safe Travel Insurance",1,57
29,"Saral Suraksha Bima-Group",1,58
29,"Silver Health",1,59
29,"Star Cardiac Care Insurance Policy",1,60
29,"Star Comprehensive Insurance Policy",1,61
29,"Star Group Critical Illness Multipay Insurance Policy",1,62
29,"Star Super Surplus (Floater) Insurance Policy",1,63
29,"Star Super Surplus Insurance Policy",1,64
29,"Student Suraksha- Student Overseas Travel",1,65
29,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,66
29,"Super No Claim Bonus Rider",1,67
29,"Swasthya Suraksha",1,68
29,"Tele OPD Consultation Rider",1,69
29,"Travel Corona Protect- International (Group)",1,70
29,"Travel Insurance�",1,71
29,"Travel Prime Holiday Insurance Policy (Group)",1,72
29,"Travel Prime Policy",1,73
29,Travelsure(Group),1,74
29,"Zero Co-Pay",1,75
29,"Saral Suraksha Bima",6,1
30,"Additional S.I. for Pandemic and epidemic Rider",1,1
30,"Alpa Bima � Group",1,2
30,"Bharat Yatra Suraksha Group",1,3
30,"Care Classic",1,4
30,"Chola Group Top Up Protect",1,5
30,"Corona Kavach Policy",1,6
30,"Criti Shield Plus",1,7
30,"Diabetes Safe Insurance Policy",1,8
30,"Digit Group Total Protect Policy",1,9
30,"Digit On -the- Move Group Policy",1,10
30,"Family Care",1,11
30,"Family Health Optima�",1,12
30,"Future Criticare",1,13
30,"Future Hospicash",1,14
30,"Globetrotter - Overseas Individual Student Travel Insurance",1,15
30,"Group Business Travelers Insurance Policy",1,16
30,"Group Corona Kavach Policy",1,17
30,"Group Credit Protection Policy",1,18
30,"Group Loan Bima",1,19
30,"Group Protect",1,20
30,"Health Insurance Policy � Retail",1,21
30,"Health Shield 360",1,22
30,"Income Protect",1,23
30,"Janata Personal Accident",1,24
30,"Kotak Group Secure Shield - Micro Insurance",1,25
30,"Loan Secure Insurance Policy",1,26
30,"M Care (Group)",1,27
30,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",1,28
30,"Medi classic Insurance Policy (Individual)",1,29
30,"my: health medisure Super Topup",1,30
30,"my: Optima Secure",1,31
30,"my: Sampoorna Suraksha",1,32
30,"Navi Health Group Personal Accident Insurance",1,33
30,"Oriental - Critical illness policy",1,34
30,"Oriental Insurance Bank Saathi Policy- Group",1,35
30,"Overseas Group Travel Insurance",1,36
30,"Personal Protect Policy",1,37
30,"Silver Health",1,38
30,"Smart Health + (Add-On)",1,39
30,"Star Cardiac Care Insurance Policy",1,40
30,"Star Super Surplus (Floater) Insurance Policy",1,41
30,"Student Suraksha- Student Overseas Travel",1,42
30,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,43
30,"Super Top-up Medicare Policy",1,44
30,"Travel Assist Card�",1,45
30,"Travel Companion",1,46
30,"Travel Prime Policy",1,47
30,"UB Arogyadaan",1,48
30,"Welness Benefit Addon(Group)",1,49
30,"�Arogya Plus Policy",1,50
30,"�Arogya Top up Policy",1,51
30,"Bharat Yatra Suraksha",4,1
30,"Family Medicare Policy",4,2
30,"Saral Suraksha Bima",4,3
30,"Wellness Addon",4,4
31,"Arogya Sanjeevani",1,1
31,"Arogya Shield",1,2
31,"Bajaj Allianz Bharat Bhraman Insurance Policy",1,3
31,"Bharat Yatra Suraksha",1,4
31,"BoB National Health Policy",1,5
31,"Chola Group Top Up Protect",1,6
31,"Digit On -the- Move Group Policy",1,7
31,"Easy Travel",1,8
31,Educare,1,9
31,"Family Care",1,10
31,"Family Health Optima Accident Care Policy",1,11
31,"Family Shield",1,12
31,"Flexi Max Protect",1,13
31,"Future Criticare",1,14
31,"Future Poorna Suraksha � Group",1,15
31,"Future Vector Care (Group)",1,16
31,"Future Vector Care�",1,17
31,"Grameen Care Plus - Micro Insurance Product",1,18
31,"Group Easy Travel Senior",1,19
31,"Group Hospi Shield",1,20
31,"Group Personal Accident",1,21
31,"Group Protect",1,22
31,"Health Booster",1,23
31,"Health Plus",1,24
31,"Health Prime (Group)",1,25
31,"Health Recharge�",1,26
31,"Health Shield 360",1,27
31,"International Travel Insurance",1,28
31,"IRCTC Air Care Policy",1,29
31,"Kotak Accident Care",1,30
31,"Kotak Group Secure Shield",1,31
31,"my:credit�Comprehensive Suraksha",1,32
31,"my:health�Comprehensive Suraksha - Group",1,33
31,"my:health�Critical Suraksha Plus",1,34
31,"Navi Health Accident",1,35
31,"Navi Health Group Insurance",1,36
31,"Navi Health Group Travel Insurance",1,37
31,"Navi Health Super Top Up",1,38
31,"Optional Travel Insurance(GPA) for E-ticket Passengers of IRCTC",1,39
31,"Oriental - Critical illness policy",1,40
31,"Overseas Group Travel Insurance",1,41
31,"Pravasi Bharatiya Bima Yojana Policy�",1,42
31,"Pravasi Bhartiya Bima Yojana",1,43
31,"Quick Health",1,44
31,"Saral Suraksha Bima-Group",1,45
31,"Sarv Suraksha Plus (Group)",1,46
31,"Star Cardiac Care Insurance Policy",1,47
31,"Star Group Covid Insurance Policy",1,48
31,"Star Group Critical Illness Multipay Insurance Policy",1,49
31,"Sukshma Hospi-Cash (Micro-Insurance Product)",1,50
31,"Sukshma Hospi-Cash Group (Micro-Insurance Product)",1,51
31,"Super No Claim Bonus Rider",1,52
31,"Super Top-up Medicare Policy",1,53
31,"Travel Companion",1,54
31,"Travel Insurance for E- ticket Passengers-For(IRCTC)",1,55
31,"Travel Insurance�",1,56
31,"Travel Prime Holiday Insurance Policy (Group)",1,57
31,TravelAssure,1,58
31,Travelsure(Group),1,59
31,"Zero Co-Pay",1,60
31,"Maha Bank Swasthya Yojana (Group Health Insurance Scheme)",5,1
31,"Travel Prime Policy",5,2
32,"Additional S.I. for Pandemic and epidemic Rider",1,1
32,"Alpa Bima � Group",1,2
32,"Arogya Premier Policy",1,3
32,"Arogya Sanjeevani",1,4
32,"Arogya Sanjeevani Policy",1,5
32,"Arogya Supreme",1,6
32,"Bajaj Allianz Bharat Bhraman Insurance Policy",1,7
32,"Bharat Yatra Suraksha",1,8
32,"Bharat Yatra Suraksha Group",1,9
32,"Care Plus",1,10
32,"Diabetes Safe Insurance Policy",1,11
32,"Digit Group Total Protect Policy",1,12
32,"Domestic Travel Insurance",1,13
32,"Family Health Optima Accident Care Policy",1,14
32,"Future Hospicash",1,15
32,"Future Poorna Suraksha � Group",1,16
32,"Future Vector Care (Group)",1,17
32,"Globetrotter - Overseas Group Travel Insurance",1,18
32,"Globetrotter - Overseas Individual Student Travel Insurance",1,19
32,"Group Corona Kavach Policy",1,20
32,"Group Credit Protection Policy",1,21
32,"Group Hospital Cash Policy",1,22
32,"Group Loan Insurance",1,23
32,"Group Protect",1,24
32,"Group Travel Insurance",1,25
32,"Health Insurance Policy � Retail",1,26
32,"Health Pulse",1,27
32,"Income Protect",1,28
32,"Kotak Accident Care",1,29
32,"Kotak Group Secure Shield",1,30
32,"Kotak Group Secure Shield - Micro Insurance",1,31
32,"M Care�",1,32
32,"Mosquito Disease Protection Policy � Group",1,33
32,"my: health medisure Super Topup",1,34
32,"my: Sampoorna Suraksha",1,35
32,"my:credit�Comprehensive Suraksha",1,36
32,"my:health�Comprehensive Suraksha - Group",1,37
32,"my:health�Critical Illness (Add On)",1,38
32,"my:health�Women Suraksha",1,39
32,"Navi Health Accident",1,40
32,"Navi Health CritiCare",1,41
32,"Navi Health Group HospiCash",1,42
32,"Navi Health Group Personal Accident Insurance",1,43
32,"Navi Health Group Travel Insurance",1,44
32,"Navi Health HospiCash",1,45
32,"Navi Health Super Top Up",1,46
32,"Optima Restore",1,47
