companyName,productName,description,maxPrice,Price_Category
"MERCK S/A",PERGOVERIS,"900 UI/ 450 UI SOL INJ SC CT CAN APLIC CAR VD TRANS X 1.44 ML",1767.57,Pricey
"SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA",CONFILIFY,"30 MG COM  CT BL AL/AL X 30",1767.43,Pricey
"Ache Laboratorios Farmaceuticos S.A",ARISTAB,"30 MG COM CT BL AL/AL X 30",1767.43,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",TININ,"20 MG/G + 30MG/G CREM VAG CT 60 BG AL X 35 G + 420 APLIC DESC (EMB HOSP)",1766.80,Pricey
"Bracco Imaging do Brasil Importacao e Distribuicao de Medicamentos Ltda",IOPAMIRON,"755 MG/ML SOL INJ FA VD INC X 500 ML",1766.56,Pricey
"JOHNSON & JOHNSON COMERCIO E DISTRIBUICAO LTDA",QUIXIL,"KIT 2 FA VD INC X 5 ML + DISPOSITIVO P/ APLIC",1766.53,Pricey
"BLAU FARMACEUTICA S.A.",ONTRAX,"2 MG/ML SOL INJ CX 20 AMP VD AMB X 4 ML",1766.38,Pricey
"ACCORD FARMACEUTICA LTDA",BYCAL,"50 MG COM REV CT BL AL PLAS TRANS X 90",1761.62,Pricey
"INSTITUTO VITAL BRAZIL S/A","IVB - INSULINA HUMANA R","100 UI/ML SOL INJ CT 50 FA X 10 ML",1761.25,Pricey
"ACCORD FARMACEUTICA LTDA",VORICONAZOL,"200 MG COM REV CT BL AL PLAS INC X 7",1759.16,Pricey
"GLENMARK FARMACEUTICA LTDA","CEFUROXIMA SODICA","750 MG PO P/ SOL INJ CT 100 FA VD INC + 100 DIL AMP VD X 6 ML (EMB HOSP)",1758.21,Pricey
"ELI LILLY DO BRASIL LTDA",XIGRIS,"5 MG PO LIOF INJ CT FA VD INC X 5ML",1758.13,Pricey
"ARISTON INDUSTRIAS QUIMICAS E FARMACEUTICAS LTDA","CLORIDRATO DE VANCOMICINA","500 MG PO LIOF INJ IV CX 100 FA VD INC",1756.85,Pricey
"ariston industrias quimicas e farmaceuticas ltda","CLORIDRATO DE VANCOMICINA","500 MG PO SOL INJ IV CX 100 FA VD INC TIPO I (EMB HOSP)",1756.85,Pricey
"BAXALTA BRASIL BIOCIENCIA LTDA",ADVATE,"500 UI PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 5 ML + CONJ REC E INFUS",1755.00,Pricey
"BAXALTA BRASIL BIOCIENCIA LTDA","HEMOFIL M","500 UI SOL INJ CT FA VD INC + SOL DIL FA X 10 ML + CONJ REC E INJ",1755.00,Pricey
"CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA","HAEMOCOMPLETTAN P","1G PO LIOF CT FA VD INC",1753.77,Pricey
"LABORATORIOS PIERRE FABRE DO BRASIL LTDA",ONXEL,"6 MG/ML SOL INJ CT FA VD AMB X 17 ML",1753.31,Pricey
"GLAXOSMITHKLINE BRASIL LTDA",SYNFLORIX,"SUS INJ CT 10 FA VD INC X 0.5 ML",1752.98,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",fluconazol,"150 MG CAP DURA CT 50 BL AL PLAS TRANS X 1",1752.93,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",PINAZAN,"100 MG COM CX BL AL PLAS TRANS X 450 (EMB HOSP)",1752.29,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",LEUMOSTIN,"300 MCG PO LIOF INJ CT 5 FA VD INC",1750.12,Pricey
"LABORATORIO TEUTO BRASILEIRO S/A",DIPROSEN,"5 MG/ML + 2 MG/ML SUS INJ CT 120 AMP VD INC X 1 ML (EMB HOSP)",1749.75,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",SOLUPREN,"500 MG PO LIOF INJ CT 25 FA VD INC (EMB HOSP)",1749.41,Pricey
"ALLERGAN PRODUTOS FARMACEUTICOS LTDA",BOTOX,"100 U PO LIOF INJ CT FA VD INC",1748.03,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",CRISAPINA,"2.5 MG COM REV CX BL AL/AL X 200 (EMB HOSP)",1747.35,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",ENBREL,"25 MG SOL INJ CT 2 SER PREENCH C/ AGU X 0.5 ML + 4 LENCOS",1746.90,Pricey
"HIPOLABOR FARMACEUTICA LTDA","FUMARATO DE CETOTIFENO","0.2 MG/ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED",1746.09,Pricey
"Samsung Bioepis br Pharmaceutical ltda.",renflexis,"100 MG PO LIOF INJ FA VD TRANS",1745.92,Pricey
"ACCORD FARMACEUTICA LTDA",SYLETYV,"5 MCG/ML SOL INJ CT 20 AMP VD INC X 2ML (EMB HOSP)",1745.59,Pricey
"GRIFOLS BRASIL LTDA",NIULIVA,"1000 UI SOL INJ CX SER PREENC VD INC X 4 ML",1745.11,Pricey
"NOVARTIS BIOCIENCIAS S.A",Upelior,"0.6 MG/ML SOL INJ CT 6 AMP VD TRANS X 1 ML",1744.38,Pricey
"INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA",TACLIPAXOL,"6 MG/ML SOL INJ CT FA VD AMB X 17 ML (REST HOSP)",1742.11,Pricey
"AMGEN BIOTECNOLOGIA DO BRASIL LTDA.",ARANESP,"200 MCG/ML SOL INJ CT 4 SER PREENC. VD TRANS X 0.3 ML + AGU",1740.80,Pricey
"CHRON EPIGEN INDUSTRIA E COMERCIO LTDA",ERITROPOIETINA,"3000 UI/ML INJ CT 20 FA VD INC X 1 ML",1739.42,Pricey
"GRIFOLS BRASIL LTDA","FATOR IX","1000 UI PO LIOF INJ CT FA VD INC + DIL X 20 ML",1738.76,Pricey
"SANOFI-SYNTHELABO FARMACEUTICA LTDA",ELOXATIN,"50 MG PO LIOF CT FR VD INC X 500 MG",1738.13,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",LABREA,"5 MG COM REV CX BL AL PLAS TRANS X 500 (EMB HOSP)",1736.51,Pricey
"FUNDACAO OSWALDO CRUZ","VACINA POLIOMIELITE 1~3 (ATENUADA)","SOL OR CT 50 BG PLAS X 2.5 ML",1736.45,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",DORMIRE,"5 MG/ML SOL INJ CX 50 AMP VD AMB X 10 ML",1734.17,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","BEBEX PREVINE","200 MG/G CREM DERM CT 60 BG AL X 90 G (EMB HOSP)",1733.62,Pricey
"SANVAL COMERCIO E INDUSTRIA LTDA",RANITION,"150 MG/10 ML XPE CX 50 FR VD AMB X 120 ML (EMB HOSP)",1733.39,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",KETAMIN,"50 MG/ML SOL INJ CX 25 FA VD AMB X 10 ML (EMB HOSP)",1731.88,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA","ENBREL PFS","25 MG SOL INJ CT 2 SER PREENCH C/ AGU X 0.5 ML + 2 LENCOS",1730.75,Pricey
"SILVESTRE LABS QUIMICA E FARMACEUTICA LTDA",ERITROKINE,"10000 U/ML SOL INJ CT 6 FA VD INC X 1 ML",1730.27,Pricey
"GLAXOSMITHKLINE BRASIL LTDA",SYNFLORIX,"SUS INJ CT 10 SER VD INC X 0.5 ML",1729.46,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",OLANZAPINA,"10 MG COM REV CX BL AL/AL X 98",1728.92,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",RECORMON,"10.000UI 6 FAMP + 6 DILUENTES X 1ML",1728.45,Pricey
"ISOFARMA INDUSTRIAL FARMACEUTICA LTDA","CLORIDRATO DE ONDANSETRONA","2MG/ML SOL INJ IV/IM CX 50 AMP PLAS TRANS INC X 2 ML",1727.71,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","CEFAZOLINA SODICA","1 G PO P/ SOL INJ CX 200 FA VD INC X 10 ML (EMB HOSP)",1727.37,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","CEFAZOLINA SODICA","1 G PO P/ SOL INJ CX 200 FA VD INC + 200 DIL AMP PLAS INC X 10 ML (EMB HOSP)",1727.37,Pricey
"BAYER S.A.",ULTRAVIST,"768.86 MG/ML SOL INJ CX 10 FA VD INC X 50 ML",1726.82,Pricey
"GENZYME DO BRASIL LTDA",ALDURAZYME,"2.9 MG/5ML SOL. INJ. CT. F.A. X 5 ML",1725.87,Pricey
"PRATI DONADUZZI & CIA LTDA",OLANZAPINA,"10 MG COM REV CT BL AL AL X 90",1724.88,Pricey
"NATIVITA IND. COM. LTDA.","dipirona sodica","500 MG/ML SOL OR CT 200 FR PLAS OPC  GOT X 20 ML",1723.53,Pricey
"NATIVITA IND. COM. LTDA.",DIPIRONATI,"500 MG/ML SOL OR CT 200 FR PLAS OPC GOT X 20 ML",1723.53,Pricey
"EUROFARMA LABORATORIOS S.A.",IFOSFAMIDA,"2 G PO PREP EXT INJ CT 10 FA VD INC",1721.58,Pricey
"LABORATORIOS FERRING LTDA",MENOPUR,"1200UI PO LIOF INJ CT 1 FA VD INC + 2 SER PRE ENV DIL 1 ML + 18 SER",1721.30,Pricey
"BAXALTA BRASIL BIOCIENCIA LTDA","ENDOBULIN KIOVIG","0.1 G/ML SOL INJ CT 1 FA VD INC X 50 ML",1720.04,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",IRIMAC,"20 MG/ML SOL INJ CT FA PLAS AMB X 5 ML",1719.49,Pricey
"FARMARIN INDUSTRIA E COMERCIO LTDA",EVOTERIN,"20 MG/ML SOL INJ CT FA VD AMB X 5 ML",1719.48,Pricey
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA","CLORIDRATO DE ONDANSETRONA","2 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP)",1719.30,Pricey
"BAXTER HOSPITALAR LTDA",RECOMBINATE,"500 UI PO LIOF INJ CX/1 FA VD INC + 1 FA DIL X 10 ML + CONJ ADMIN 01",1719.08,Pricey
"BAXTER HOSPITALAR LTDA","HEMOFIL M","500 UI SOL INJ CT FA VD INC + SOL DIL FA X 10 ML + CONJ REC E INJ",1719.08,Pricey
"BAXTER HOSPITALAR LTDA","IMMUNATE S/D","500 UI PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 5 ML + CONJ REC E INFUS",1719.08,Pricey
"SUN FARMACEUTICA DO BRASIL LTDA",pantoprazol,"40 MG/ML PO LIOF INJ CT  X 25 FA VD INC",1718.91,Pricey
"NOVAFARMA INDUSTRIA FARMACEUTICA LTDA","PIPERACILINA SODICA + TAZOBACTAM SODICO","4 G + 0.5 G PO SOL INJ IV CX 20 FA VD INC + 20 BOLS PVC TRANS SIST FECH COM CONECTOR X 100 ML (EMB HOSP)",1717.08,Pricey
"GLAXOSMITHKLINE BRASIL LTDA","Priorix Tetra","PO LIOF INJ CT 10 FA VD INC + 10 AMP VD INC DIL X 0.5 ML",1715.10,Pricey
"GLAXOSMITHKLINE BRASIL LTDA","Priorix Tetra","PO LIOF INJ CT 10 FA VD INC + 10 SER PREENC VD INC DIL X 0.5 ML",1715.10,Pricey
"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",SECDAZOL,"1000 MG COM CT 250 ENV AL X 2",1711.66,Pricey
"VITAMEDIC INDUSTRIA FARMACEUTICA LTDA",SECDAZOL,"1000 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP)",1711.66,Pricey
"CHIESI FARMACEUTICA LTDA",CUROSURF,"80 MG/ML SUS INJ CT FA VD INC X 3.0 ML",1709.40,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","cloridrato de ranitidina","300 MG COM REV CT BL AL AL X 450",1709.31,Pricey
"BAXALTA BRASIL BIOCIENCIA LTDA",Prothromplex,"600 UI PO LIOF INJ CT 1 FA VD INC + 1 FA VD INC DIL X 20ML + CONJ REC E INFUS",1708.47,Pricey
"BAXALTA BRASIL BIOCIENCIA LTDA",Prothromplex,"600 UI PO LIOF INJ CT 1 FA VD INC + 1 FA VD INC DIL X 20ML + CONJ REC E INFUS.",1708.47,Pricey
"SHIRE FARMACEUTICA BRASIL LTDA.",Prothromplex,"600 UI PO LIOF INJ CT 1 FA VD INC + 1 FA VD INC DIL X 20ML + CONJ REC E INFUS",1708.47,Pricey
"SHIRE FARMACEUTICA BRASIL LTDA.",Prothromplex,"600 UI PO LIOF INJ CT 1 FA VD INC + 1 FA VD INC DIL X 20ML + CONJ REC E INFUS.",1708.47,Pricey
"TORRENT DO BRASIL LTDA",TOARIP,"30 MG COM CT BL AL/AL X 30",1707.43,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",AVASTIN,"25 MG/ML SOL INJ P/ INF IV CT FA VD INC X 4 ML",1704.60,Pricey
"SUN FARMACEUTICA DO BRASIL LTDA",CAPECITABINA,"500 MG COM REV CT BL AL PVC OPC X 120",1704.31,Pricey
"SUN FARMACEUTICA DO BRASIL LTDA",CAPECARE,"500 MG COM REV CT BL AL PVC OPC X 120",1704.31,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","4000 UI PO LIOF INJ CX 12 FA VD INC + DIL X 1 ML",1702.29,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","4000 UI SOL INJ CT 12 SER PREENCH X 1 ML",1702.29,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","4000 UI SOL INJ CT 12 AMP VD INC X 1 ML",1702.29,Pricey
"BLAU FARMACEUTICA S.A.","ALFAEPOETINA HUMANA RECOMBINANTE","10000 UI SOL INJ CT 12 SER PREENCH X 0.4 ML",1702.29,Pricey
"EVOLABIS PRODUTOS FARMACEUTICOS LTDA",EVOXALI,"50 MG PO LIOF INJ CT FA VD AMB X 500 MG (REST HOSP)",1700.91,Pricey
"NOVO NORDISK FARMACEUTICA DO BRASIL LTDA",NORDITROPIN,"15 MG SOL INJ CT 1 CARP VD INC X 1.5 ML",1700.77,Pricey
"LIBBS FARMACEUTICA LTDA",FAULDCARBO,"10 MG / ML SOL INJ CT FA VD INC X 45 ML",1700.75,Pricey
"BIOTEST FARMACEUTICA LTDA","HEPATECT CP","50 UI/ ML SOL INJ FR VD INC X 10 ML",1698.48,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",ZITROMAX,"500 MG PO LIOF SOL INJ INFUS IV CT 10 FA VD INC",1697.88,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",AZICIN,"500 MG PO LIOF SOL INFUS CX 10 FA VD TRANS",1697.85,Pricey
"ANTIBIOTICOS DO BRASIL LTDA",KEROXIME,"750 MG PO INJ CT 50 FA VD INC X 10 ML",1697.81,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",FLUZANTIC,"0.1 MG/ML SOL INJ CT 10 AMP VD AMB X 5 ML (EMB HOSP)",1697.80,Pricey
"MYLAN LABORATORIOS LTDA",MYLZAR,"200 MG PO LIOF SOL INJ IV CT 10 FA VD TRANS X 10ML",1696.30,Pricey
"BAXTER HOSPITALAR LTDA","HEMOFIL M","500 UI SOL INJ CT FA VD INC + SOL DIL FA VD INC X 10 ML + CONJ REC E INJ",1696.01,Pricey
"BAXTER HOSPITALAR LTDA",ADVATE,"500 UI PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 5 ML + CONJ REC E INFUS",1696.01,Pricey
"UNITED MEDICAL LTDA",DAUNOXOME,"2 MG/ML EMUL INJ CT FR AMP X 25 ML",1694.24,Pricey
"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA",ABILIFY,"30 MG COM CT BL AL/AL X 30",1694.07,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",LYZAPIL,"10 MG COM REV CX BL AL/AL X 98",1693.05,Pricey
"LABORATORIOS STIEFEL LTDA","LEVULAN KERASTICK","354 MG PO PREP EXTEMP SOL TOP CT AMP VD INC + 04 APLIC + AMP VD INC DIL X 1.5 ML",1692.11,Pricey
"BIOLAB SANUS FARMACEUTICA LTDA",XEOMIN,"100 U PO LIOF INJ CT 1 FA VD INC",1692.03,Pricey
"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA",MEROPENEM,"1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML (EMB HOSP)",1691.65,Pricey
"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA",MEROPENEM,"1 G PO SOL INJ CT 10 FA VD TRANS X 20 ML + 10 BOLS PLAS TRANS SIST FECH X 100 ML (EMB HOSP)",1691.65,Pricey
"ABBVIE FARMACEUTICA LTDA.",SEVORANE,"INAL CT FR PLAS OPC X 250 ML",1690.36,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",ZOLTEC,"2 MG/ML SOL INJ INFUS IV CT 06 BOLS PLAS X 100 ML",1690.02,Pricey
"QUIRAL QUIMICA DO BRASIL S/A.",ONCOTAXEL,"6 MG/ML SOL INJ CX FA VD AMB X 17 ML (REST HOSP)",1689.49,Pricey
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.",NEURAL,"100 MG COM CX  BL AL PLAS INC X 200 (EMB HOSP)",1688.74,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",YONDELIS,"1.0 MG PO LIOFINJ CT FA VD INC",1688.14,Pricey
"LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA",PAMIGRAF,"755 MG/ML SOL INJ CT 10 FA VD INC X 50 ML",1686.25,Pricey
"CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",BERIBUMIN,"200 MG/ML SOL INJ CT 10 FA VD INC X 50 ML",1685.04,Pricey
"AUROBINDO PHARMA PRODUTOS FARMACEUTICOS LTDA","CEFTRIAXONA SODICA","1 G PO P/ SOL INJ  IV CT 50 FA VD INC (EMB HOSP)",1681.05,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","ATORVASTATINA CALCICA","40 MG COM REV CT BL AL/AL X 500 (EMB HOSP)",1680.10,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","ATORVASTATINA CALCICA","80 MG COM REV CT BL AL/AL X 500 (EMB HOSP)",1680.10,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",AT-LOR,"40 MG COM REV CT BL AL AL X 500 (EMB HOSP)",1680.07,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",AT-LOR,"80 MG COM REV CT BL AL AL X 500 (EMB HOSP)",1680.07,Pricey
"BAXTER HOSPITALAR LTDA","ENDOBULIN S/D","5000 MG PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 100 ML + CONJ REC E INFUS",1678.60,Pricey
"BAXTER HOSPITALAR LTDA","ENDOBULIN KIOVIG","0.1 G/ML SOL INJ CT 1 FA VD INC X 50 ML",1678.58,Pricey
"LABORATORIOS PFIZER LTDA","PREVENAR 13","SUS INJ CT 2 EST X 5 SER PREENCH X 0.5 ML + 10 AGU",1677.13,Pricey
"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA","PROPIONATO DE CLOBETASOL","0.5 MG/G SOL CAPI CX 100 FR PLAS OPC X 50 G (EMB HOSP)",1676.47,Pricey
"MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA",TOPIREX,"0.5 MG/G SOL CAPI CX 100 FR PLAS OPC X 50 G (EMB HOSP)",1676.47,Pricey
"PRATI DONADUZZI & CIA LTDA",deferasirox,"125 MG COM SUS CT BL AL AL X 90 (EMB FRAC)",1676.18,Pricey
"EMS S/A",DESAIRON,"250 MG COM DISP CT BL AL AL X 28",1674.06,Pricey
"NOVARTIS BIOCIENCIAS S.A",EXJADE,"250 MG COM DISP CT BL ALU/ALU X 28",1674.04,Pricey
"PRATI DONADUZZI & CIA LTDA",MESALAZINA,"400 MG COM REV CT BL AL PLAS PVDC TRANS X 800",1672.80,Pricey
"SCHERING-PLOUGH INDUSTRIA FARMACEUTICA LTDA",PUREGON,"600 UI SOL INJ CT 1 CARPULE X 0.840ML + 6 AGULHAS P/ INJECAO",1672.04,Pricey
"SHIRE FARMACEUTICA BRASIL LTDA.",HYQVIA,"0.1 G/ML SOL INJ CT 1 FA VD INC X 50 ML + 1 FA VD INC X 2.5 ML",1666.61,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","CEFTRIAXONA DISSODICA","1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML + 50 DIL AMP PLAS TRANS X 10 ML (EMB HOSP)",1664.99,Pricey
"SCHERING DO BRASIL QUIMICA E FARMACEUTICA LTDA",MAGNEVISTAN,"469 MG/ML SOL INJ CT 10 FA VD INC X 15 ML",1664.02,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",UNIAIR,"10MG COM REV CT BL AL/ALX500(EMB HOSP)",1662.20,Pricey
"BIOGEN BRASIL PRODUTOS FARMACEUTICOS LTDA",ELOCTATE,"500 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 3 ML + 1 ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",1661.74,Pricey
"SANOFI-AVENTIS FARMACEUTICA LTDA",ELOCTATE,"500 UI PO LIOF SOL INJ CT 1 FA VD TRANS + 1 SER PREENC DIL X 3 ML + 1 ADAPT + 1 CONJ INFUS + 2 LENCOS + 2 CURATIVOS + 1 GAZE",1661.74,Pricey
"ariston industrias quimicas e farmaceuticas ltda",CLAFORDIL,"1000 MG PO INJ CX 50 FA VD INC",1656.58,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",ULTIDIN,"15 MG/ML XPE CX 60 FR PLAS AMB X 120 ML + 60 SER DOS (EMB HOSP)",1655.13,Pricey
"EMS S/A","CITRATO DE SILDENAFILA","20 MG COM REV CT BL AL PLAS OPC X 90",1654.70,Pricey
"HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMACIA LTDA","CLORIDRATO DE ONDANSETRONA","2 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP)",1654.33,Pricey
"PRATI DONADUZZI & CIA LTDA",RISPERIDONA,"2 MG COM REV CT BL AL PLAS PVDC 40 TRANS X 300",1652.58,Pricey
"PRATI DONADUZZI & CIA LTDA",RISPERIDONA,"2 MG COM REV CT BL AL PLAS PVDC 60 TRANS X 300",1652.58,Pricey
"FARMOQUIMICA S/A",TRACOX,"200 MG COM REV CT BL AL PLAS OPC X 100",1650.22,Pricey
"CHEMICALTECH IMPORTACAO~ EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS~ FARMACEUTICOS E HOSPITALARES LTDA",CHEMIPLAC,"100 MG - 6MG/ML SOL INJ CT FA VD INC X 16.7ML",1648.43,Pricey
"CELLERA FARMACEUTICA S.A.",ENDROSTAN,"70 MG COM CT BL AL PLAS TRANS X 200 (EMB HOSP)",1648.33,Pricey
"WYETH INDUSTRIA FARMACEUTICA LTDA",EVOTERIN,"20 MG/ML SOL INJ CT FA VD AMB X 5 ML (EMB HOSP)",1648.12,Pricey
"BIOTEST FARMACEUTICA LTDA",PENTAGLOBIN,"50 MG/ML SOL INJ CT FA VD TRANS X 100 ML",1647.38,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",MIRCERA,"250 MCG/0.3 ML SOL INJ CT SER VD INC PREENCH X 0.3 ML",1647.32,Pricey
"SILVESTRE LABS QUIMICA E FARMACEUTICA LTDA",DERMACERIUM,"1% + 0.4% CREM DERM CX 60 BG PLAST OPC X 50 G (EMB HOSP)",1645.86,Pricey
"ACCORD FARMACEUTICA LTDA",BYCAL,"50 MG COM REV CT BL AL PLAS TRANS X 84",1644.17,Pricey
"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.",ACTEMRA,"20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML",1642.32,Pricey
"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE CEFEPIMA","1G PO P/ SOL INJ CT 50 FR VD INC + 50 AMP VD DIL X 3 ML",1642.05,Pricey
"HOSPIRA PRODUTOS HOSPITALARES LTDA",EVOCARB,"10 MG/ML PO LIOF INJ CT FA VD AMB X 45 ML",1639.46,Pricey
"LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA",WILFACTIN,"1000 UI PO LIOF INJ CT FA VD INC + FA DIL X 10 ML + DISP TRANSF FLTR",1638.81,Pricey
"LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA",WILFACTIN,"1000 UI PO LIOF INJ CT FA VD INC + FA DIL X 10 ML + EQUIPO",1638.81,Pricey
"ANTIBIOTICOS DO BRASIL LTDA","VANCOCINA CP","1 G PO LIOF INJ CX 25 FA VD INC",1637.74,Pricey
"CELGENE BRASIL PRODUTOS FARMACEUTICOS LTDA.",Otezla,"10 MG COM REV CT BL AL PLAS TRANS X 4 + 20 MG COM REV CT BL AL PLAS TRANS X 4 + 30 MG COM REV CT BL AL PLAS TRANS X 19",1637.40,Pricey
"PRATI DONADUZZI & CIA LTDA",Mirtazapina,"30 MG COM REV CT BL AL PLAS TRANS PVC X 300",1637.00,Pricey
"PRATI DONADUZZI & CIA LTDA",Mirtazapina,"30 MG COM REV CT BL AL PLAS TRANS PVDC X 300",1637.00,Pricey
"JANSSEN-CILAG FARMACEUTICA LTDA",LEUSTATIN,"1 MG/ML SOL INJ CT 7 FA VD INC X 10 ML",1636.21,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A","BEBEX PREVINE","200 MG/G CREM DERM CX 60 BG AL PLAS OPC X 90 G (EMB HOSP)",1635.31,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",TENOXICAM,"20 MG COM REV CT BL AL PLAS TRANS X 500 (EMB HOSP)",1632.88,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",TITENIL,"20 MG COM REV CT BL AL PLAS TRANS X 500 (EMB HOSP)",1632.88,Pricey
"CHEMICALTECH IMPORTACAO~ EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS~ FARMACEUTICOS E HOSPITALARES LTDA",DOSAPLATIN,"50 MG PO LIOF INJ CT FA VD AMB X 500 MG",1632.47,Pricey
"ABBVIE FARMACEUTICA LTDA.","LUPRON DEPOT","7.5 MG PO LIOF INJ CX FA VD INC + DIL + SER + 2 AGU",1631.09,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",UNIAIR,"10MG COM REV CT BL AL/ALX490(EMB HOSP)",1628.95,Pricey
"BIOTEST FARMACEUTICA LTDA",HEPATECT,"50 UI/ML SOL INFUS IV CT 1 FA VD TRANS X 10 ML",1627.99,Pricey
"LABORATORIOS PFIZER LTDA",ZITROMAX,"500 MG PO LIOF P/ SOL P/ INFUS CT 10 FA VD INC",1627.41,Pricey
"GEOLAB INDUSTRIA FARMACEUTICA S/A",OPTILAR,"5 MG/ML SOL OFT EST CX 50 FR BAT CONT GOT X 5 ML (EMB HOSP)",1626.80,Pricey
"NATIVITA IND. COM. LTDA.",carbocisteina,"50 MG/ML XPE AD CX 80 FR PLAS TRANSP X 100 ML + 80 CP MED (EMB HOSP)",1626.71,Pricey
"BLAU FARMACEUTICA S.A.",ERITROMAX,"3000 UI/ML SOL INJ CX 12 FA VD INC X 1 ML",1626.41,Pricey
