medicineID,companyName,productName,description,substanceName,producttype,taxCriteria,hospitalexclusive,governmentdiscount,taxImunity,maxPrice
29229,"BIOSINTETICA FARMACEUTICA LTDA",PANTOPEPT,"20 MG/ML + 20 MG/ML SOL OR CT FR VD AMB X 30 ML",pepsina,Similar,II,N,N,N,4.28
29235,"EUROFARMA LABORATORIOS S.A.","BENZILPENICILINA BENZATINA 150000","300.000 U/ML SUSP INJ IM CT 100 FA VD INC X 4 ML","benzilpenicilina benzatina",Generic,I,N,N,N,489.85
29238,"EUROFARMA LABORATORIOS S.A.",TENOXICAM,"20 MG PO LIOF SOL INJ CX 50 FA VD INC + 50 AMP DIL X 2 ML (EMB HOSP)",tenoxicam,Generic,I,S,N,N,206.62
29239,"EUROFARMA LABORATORIOS S.A.",TENOXICAM,"40 MG PO LIOF SOL INJ CX 50 FA VD INC + 50 AMP DIL X 2 ML (EMB HOSP)",tenoxicam,Generic,I,S,N,N,383.84
29244,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",METRONIDAZOL,"FRASCO PLASTICO 100 ML",metronidazol,Generic,I,N,N,N,3.12
29245,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"10% FRASCO PLASTICO DE 250 ML",glicose,Specific,II,N,N,N,1.93
29247,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"5% FRASCO PLASTICO DE 500 ML",glicose,Specific,II,N,N,N,2.20
29248,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"5% FRASCO PLASTICO DE 250 ML",glicose,Specific,II,N,N,N,1.73
29249,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"5% FRASCO PLASTICO DE 1000 ML",glicose,Specific,II,N,N,N,3.43
29250,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"5% FRASCO PLASTICO DE 100 ML",glicose,Specific,II,N,N,N,1.36
29251,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"2.5 G/10ML SOL INJ CX 200 AMP VD INC X 10 ML",glicose,Specific,II,N,N,N,63.16
29252,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","AGUA PARA INJECAO","FRASCO PLASTICO DE 1000 ML","AGUA PARA INJETAVEIS",Specific,II,N,N,N,3.09
29255,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","AGUA PARA INJECAO","FRASCO PLASTICO DE 500 ML","AGUA PARA INJETAVEIS",Specific,II,N,N,N,2.24
29279,"LABORATORIOS LIBRA DO BRASIL LTDA",CEFALEXINA,"500 MG CAPS GEL DURA CX C/ 1 BL C/ 08 CAPS","cefalexina monoidratada",Generic,I,N,N,N,3.27
29290,"EUROFARMA LABORATORIOS S.A.",IFOSFAMIDA,"0.5G PO P/ SOL INJ CT 10 FA VD INC + 10 DIL AMP VD INC X 3ML",ifosfamida|aztreonam,Generic,I,N,N,N,391.11
29291,"EUROFARMA LABORATORIOS S.A.",IFOSFAMIDA,"1G PO P/ SOL INJ CT 10 FA VD INC + 10 DIL AMP VD INC X 3ML",ifosfamida|aztreonam,Generic,I,N,N,N,699.83
29310,"PRATI DONADUZZI & CIA LTDA",ALBENDAZOL,"40 MG/ML SUS OR CX 200 FR VD AMB X 10 ML (EMB HOSP)",albendazol,Generic,I,S,N,N,211.46
29315,"GLENMARK FARMACEUTICA LTDA",ETOPOSIDEO,"20 MG/ML SOL INJ IV CT 10 AMP VD AMB X 5 ML",etoposideo,Generic,I,N,N,N,321.92
29329,"EUROFARMA LABORATORIOS S.A.",CEFTAZIDIMA,"FR AMP + DIL X 10 ML","ceftazidima  sodica|ceftazidima",Generic,I,N,N,N,17.25
29334,"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CX 50 FR PLAS OPC X 100 ML (EMB HOSP)","sulfato de salbutamol",Generic,I,S,N,N,72.97
29335,"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CX 50 FR PLAS AMB X 120 ML (EMB HOSP)","sulfato de salbutamol",Generic,I,S,N,N,90.24
29336,"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CX 50 FR PLAS AMB X 100 ML","sulfato de salbutamol",Generic,I,N,N,N,67.48
29337,"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4MG/ML XPE CT FR PLAS OPC X 120ML","sulfato de salbutamol",Generic,I,N,N,N,3.29
29338,"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4MG/ML XPE CT FR PLAS AMB X 120ML","sulfato de salbutamol",Generic,I,N,N,N,3.04
29376,"PRATI DONADUZZI & CIA LTDA","SULFADIAZINA DE PRATA","10 MG/ G CREM VAG CX 50 BG AL X 30 G + 300 APLIC (EMB HOSP)","sulfadiazina de prata",Generic,I,S,N,N,387.72
29377,"PRATI DONADUZZI & CIA LTDA","SULFATO DE SALBUTAMOL","0.4 MG/ML XPE CX 50 FR PLAS AMB X 100 ML (EMB HOSP)","sulfato de salbutamol",Generic,I,S,N,N,63.73
29378,"PRATI DONADUZZI & CIA LTDA","SULFADIAZINA DE PRATA","10 MG/G CREM CT BG PLAS X 30 G","sulfadiazina de prata|sulfadiazina",Generic,I,N,N,N,8.33
29381,"PRATI DONADUZZI & CIA LTDA","SULFADIAZINA DE PRATA","10MG/G CREM BG PLAST X 50G (GENERICO)","sulfadiazina de prata|sulfadiazina",Generic,I,N,N,N,12.64
29402,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE DOPAMINA","CX C/ 10 AMP X 10 ML","cloridrato de dopamina",Generic,I,N,N,N,10.26
29403,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE GENCITABINA","1 G PO LIOF SOL INJ CT FA VD INC","cloridrato de gencitabina",Generic,I,N,N,N,425.79
29404,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE GENCITABINA","200 MG PO LIOF SOL INJ CT FA VD INC","cloridrato de gencitabina",Generic,I,N,N,N,85.57
29405,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE RANITIDINA","25MG CT C/ 50 AMP X 2ML","cloridrato de ranitidina",Generic,I,N,N,N,40.34
29412,"PRATI DONADUZZI & CIA LTDA",NISTATINA,"25.000 UI/G CREM VAG CX 50 BG PLAS OPC X 50 G + 50 APLIC (EMB HOSP)",nistatina,Generic,I,S,N,N,117.52
29443,"EQUIPLEX INDUSTRIA FARMACEUTICA LTDA",METRONIDAZOL,"5MG/ML 100 ML",metronidazol,Generic,I,N,N,N,1.87
29461,"LABORATORIOS GEMBALLA LTDA",ESPASMACID,"CX. FR. VD. SUSP. 250ML","hidroxido de magnesio|hidroxido de aluminio|dimeticona",Similar,II,N,N,N,7.77
29468,"EUROFARMA LABORATORIOS S.A.","CEFALOTINA SODICA","1G PO P/ SOL INJ CX/50 FA VD INC + 50 DIL AMP VD INC X 5 ML(EMB HOSP)","cefalotina sodica",Generic,I,S,N,N,260.65
29469,"EUROFARMA LABORATORIOS S.A.","CEFALOTINA SODICA","FR AMP + DIL - FRACAO 1G","cefalotina sodica",Generic,I,N,N,N,4.97
29470,"EUROFARMA LABORATORIOS S.A.","CEFAZOLINA SODICA","FR AMP","cefazolina sodica",Generic,I,N,N,N,5.50
29471,"EUROFARMA LABORATORIOS S.A.",CEFOTAXIMA,"CT C/ FR AMP + DIL",cefotaxima,Generic,I,N,N,N,16.17
29482,"EUROFARMA LABORATORIOS S.A.","SUCCINATO SODICO DE HIDROCORTISONA","500MG FR AMP + DIL X 5 ML","succinato sodico de hidrocortisona",Generic,I,N,N,N,6.54
29483,"EUROFARMA LABORATORIOS S.A.","OMEPRAZOL SODICO","DISPLAY C/ 25 FA + DIL LIOF. 40 MG","omeprazol sodico|omeprazol",Generic,I,N,N,N,509.63
29484,"EUROFARMA LABORATORIOS S.A.","OMEPRAZOL SODICO","FR AMP + AMP 10 ML LIOF. 40 MG.","omeprazol sodico|omeprazol",Generic,I,N,N,N,19.75
29485,"EUROFARMA LABORATORIOS S.A.","OXACILINA SODICA","FR AMP + DIL","oxacilina sodica",Generic,I,N,N,N,2.05
29486,"EUROFARMA LABORATORIOS S.A.","OXACILINA SODICA","CX C/ 50 FR + DIL 5ML 500MG - PO SOL INJ","oxacilina sodica",Generic,I,N,N,N,105.04
29488,"EUROFARMA LABORATORIOS S.A.","PAMIDRONATO DISSODICO","30 MG PO LIOF P/ SOL INJ CT 2 FA VD INC + 2 AMP VD INC DIL X 10 ML","pamidronato dissodico",Generic,I,N,N,N,419.54
29489,"EUROFARMA LABORATORIOS S.A.","PAMIDRONATO DISSODICO","60 MG PO LIOF P/ SOL INJ CT FA VD INC + AMP VD INC DIL X 10 ML","pamidronato dissodico",Generic,I,N,N,N,417.05
29494,"PRATI DONADUZZI & CIA LTDA","BROMETO DE IPRATROPIO","0.25 MG/ML SOL INAL CX 200 FR VD AMB GOT X 20 ML (EMB HOSP)","brometo de ipratropio",Generic,I,S,N,N,536.76
29495,"PRATI DONADUZZI & CIA LTDA",ALBENDAZOL,"400 MG COM MAST CT BL AL PLAS INC X 100 (EMB FRAC)",albendazol,Generic,I,S,N,N,51.78
29497,"PRATI DONADUZZI & CIA LTDA",ALBENDAZOL,"40 MG/ML SUS OR CT FR VD AMB X 10ML",albendazol,Generic,I,N,N,N,2.87
29499,"PRATI DONADUZZI & CIA LTDA",BETAMETASONA,"0.5 MG/ML SOL OR CX 200 FR PLAS OPC GOT X 15ML (EMB HOSP)",betametasona,Generic,I,S,N,N,337.29
29500,"PRATI DONADUZZI & CIA LTDA",BETAMETASONA,"0.5MG/ML SOL OR CT FR PLAS OPC GOT X 15ML",betametasona,Generic,I,N,N,N,4.55
29501,"PRATI DONADUZZI & CIA LTDA",BETAMETASONA,"0.1 MG/ML ELX CX 50 FR VD AMB X 120ML (EMBL HOSP)",betametasona,Generic,I,S,N,N,114.62
29502,"PRATI DONADUZZI & CIA LTDA",BETAMETASONA,"0.1 MG/ML ELX CX 50 FR VD AMB X 100ML (EMB HOSP)",betametasona,Generic,I,S,N,N,100.27
29507,"LABORATORIOS GEMBALLA LTDA",ESPASMACID,"CX. STRIP C/ 30 COMP.","hidroxido de magnesio|hidroxido de aluminio|dimeticona",Similar,II,N,N,N,5.93
29534,"EUROFARMA LABORATORIOS S.A.","PAMIDRONATO DISSODICO","90 MG PO LIOF P/ SOL INJ CT FA VD INC + AMP VD INC DIL X 10 ML","pamidronato dissodico",Generic,I,N,N,N,605.26
29542,"PRATI DONADUZZI & CIA LTDA","BROMETO DE IPRATROPIO","0.25 MG/ML SOL INAL CT FR VD AMB GOT X 20 ML","brometo de ipratropio",Generic,I,N,N,N,6.07
29560,"EUROFARMA LABORATORIOS S.A.",CEFTAZIDIMA,"DISPLAY C/ 50 1 G INJ 10 ML","ceftazidima  sodica|ceftazidima",Generic,I,N,N,N,902.77
29563,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE RANITIDINA","CT C/ 10 COMP 300 MG","cloridrato de ranitidina",Generic,I,N,N,N,12.02
29565,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE SERTRALINA","CT C/ BL X 10 COMP C/ 10 COMPR","cloridrato de sertralina",Generic,I,N,N,N,20.03
29566,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DOBUTAMINA","CT C/ 1 AMP VD INC X 20ML","cloridrato de dobutamina",Generic,I,N,N,N,20.11
29570,"EUROFARMA LABORATORIOS S.A.","FOSF.DISSOD.DE DEXAMETASONA","CT C/ 1 FR AMP X 2.5 ML","fosfato dissodico de dexametasona",Generic,I,N,N,N,1.78
29573,"EUROFARMA LABORATORIOS S.A.",DIUPRESS,"CT C/ BL X 20 COMP","clortalidona|cloridrato de amilorida",New,II,N,N,N,10.63
29574,"EUROFARMA LABORATORIOS S.A.",DIURISA,"40 MG + 10 MG COM CT BL AL PLAS INC X 20","furosemida|cloridrato de amilorida",Similar,II,N,N,N,16.76
29596,"LABORATORIOS GEMBALLA LTDA",OTOCORT,"SOL.OTOLOGICA CX. FR. 3.5ML","sulfato de polimixina B|sulfato de neomicina|lidocaina|fluocinolona acetonida",Similar,II,N,N,N,3.56
29618,"EUROFARMA LABORATORIOS S.A.","CP - NISTATINA","CX C/ 50 BISN 60 GR",nistatina,Generic,I,N,N,N,69.50
29623,"EUROFARMA LABORATORIOS S.A.",MESNA,"CX C/ 10 AMP 2ML 200MG",mesna,Generic,I,N,N,N,44.27
29625,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE TRAMADOL","CT C/ 6 AMP X 1 ML 50MG","cloridrato de tramadol",Generic,I,N,N,N,21.06
29626,"EUROFARMA LABORATORIOS S.A.","SUCCINATO SODICO DE HIDROCORTISONA","100MG FR AMP + DIL X 2 ML","succinato sodico de hidrocortisona",Generic,I,N,N,N,2.52
29627,"EUROFARMA LABORATORIOS S.A.",BETAMETASONA,"CT C/ 20 COMP 0.5MG",betametasona,Generic,I,N,N,N,3.88
29628,"EUROFARMA LABORATORIOS S.A.",BETAMETASONA,"CT C/ 10 COMP 2MG",betametasona,Generic,I,N,N,N,5.30
29629,"EUROFARMA LABORATORIOS S.A.",BETAMETASONA,"CT C/ FR 120ML ELIXIR 0.5MG/5ML (G)",betametasona,Generic,I,N,N,N,8.47
29630,"EUROFARMA LABORATORIOS S.A.",BETAMETASONA,"CT C/ FR 15ML GOTAS 0.5MG/ML (G)",betametasona,Generic,I,N,N,N,3.85
29632,"EUROFARMA LABORATORIOS S.A.",CARBOPLATINA,"CT C/ 1 FR AMP 15ML 10MG/ML",carboplatina,Generic,I,N,N,N,356.46
29633,"EUROFARMA LABORATORIOS S.A.",CARBOPLATINA,"CT C/ 1 FR AMP 45ML 10MG/ML",carboplatina,Generic,I,N,N,N,1156.59
29659,"EUROFARMA LABORATORIOS S.A.","CEFTRIAXONA SODICA","1 G. IV CT C/ FR AMP + DIL","ceftriaxona sodica",Generic,I,N,N,N,14.49
29660,"EUROFARMA LABORATORIOS S.A.","CEFTRIAXONA SODICA","500 IV CT C/ FR AMP + DIL","ceftriaxona sodica",Generic,I,N,N,N,8.18
29661,"EUROFARMA LABORATORIOS S.A.","CEFTRIAXONA SODICA","DISPLAY C/ 50 FR AMP 1 G. IV","ceftriaxona sodica",Generic,I,N,N,N,1093.26
29662,"EUROFARMA LABORATORIOS S.A.",CETOPROFENO,"IV 100MG - PO LIOF SOL INJ",cetoprofeno,Generic,I,N,N,N,4.19
29663,"EUROFARMA LABORATORIOS S.A.",CETOPROFENO,"IV DISPLAY C/ 50 FR AMP 100MG - PO LIOF",cetoprofeno,Generic,I,S,N,N,244.28
29665,"EUROFARMA LABORATORIOS S.A.",CIPROFLOXACINO,"200 MG CT C/ FR X 100ML",ciprofloxacino,Generic,I,N,N,N,23.64
29666,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE RANITIDINA","CT C/ 20 COMP 300 MG","cloridrato de ranitidina",Generic,I,N,N,N,22.55
29668,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE CEFEPIMA","1G PO P/ SOL INJ CT 50 FR VD INC + 50 AMP VD DIL X 3 ML","cloridrato de cefepima",Generic,I,N,N,N,1642.05
29669,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE CEFEPIMA","CT C/ 1 FR AMP 1G","cloridrato de cefepima",Generic,I,N,N,N,35.89
29670,"EUROFARMA LABORATORIOS S.A.","FOSF.DISSOD.DE DEXAMETASONA","CT C/ 50 FR AMP X 2.5 ML","fosfato dissodico de dexametasona",Generic,I,N,N,N,82.00
29671,"EUROFARMA LABORATORIOS S.A.",CEFUROXIMA,"750 MG CT C/ 1 FR + DIL 6 ML","cefuroxima sodica",Generic,I,N,N,N,16.44
29672,"EUROFARMA LABORATORIOS S.A.","BENZILPENICILINA BENZATINA 150000","150.000 U/ML SUSP INJ IM CT 100 FA VD INC X 4 ML","benzilpenicilina benzatina",Generic,I,N,N,N,414.91
29673,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE TRAMADOL","CT C/ 6 AMP X 2 ML 100MG","cloridrato de tramadol",Generic,I,N,N,N,30.30
29674,"EUROFARMA LABORATORIOS S.A.",NIMESULIDA,"100MG COM CT BL AL PLAS INC X 10",nimesulida,Generic,I,N,N,N,9.86
29678,"EUROFARMA LABORATORIOS S.A.","FOLINATO DE CALCIO","CT C/ 1 FR AMP 50MG","folinato de calcio",Generic,I,N,N,N,56.98
29679,"EUROFARMA LABORATORIOS S.A.","MONONITRATO ISOSSORBIDA","CT C/ 50 AMP X 1 ML 10MG/ML INJ","mononitrato de isossorbida",Generic,I,N,N,N,49.32
29681,"EUROFARMA LABORATORIOS S.A.","PROPIONATO DE CLOBETASOL","CT C/ FR 50G SOLUCAO CAPILAR","propionato de clobetasol",Generic,I,N,N,N,10.84
29709,"EUROFARMA LABORATORIOS S.A.","FOSFATO DE CLINDAMICINA","INJ 300 MG CT C/ AMP X 2 ML","fosfato de clindamicina",Generic,I,N,N,N,6.26
29710,"EUROFARMA LABORATORIOS S.A.","FOSFATO DE CLINDAMICINA","INJ 900 MG CX C/ 10 AMP X 6 ML","fosfato de clindamicina",Generic,I,N,N,N,148.43
29723,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE DOBUTAMINA","DISPLAY C/ 50 250 MG INJ 20 MG","cloridrato de dobutamina",Generic,I,N,N,N,786.03
29759,"EUROFARMA LABORATORIOS S.A.",PREDNISONA,"5 mg com ct bl al plas inc x 10",prednisona,Generic,I,N,N,N,5.04
29767,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE SODIO","0.9% FRASCO PLASTICO DE 1000 ML","cloreto de sodio",Specific,II,N,N,N,2.49
29771,"PRATI DONADUZZI & CIA LTDA",AMOXICILINA,"50 MG/ML PO P/ SUSP OR CT FR PLAS AMB X 150 ML + CP MED",amoxicilina,Generic,I,N,N,N,17.04
29772,"PRATI DONADUZZI & CIA LTDA",AMOXICILINA,"100 MG/ML PO P/ SUSP OR CT FR PLAS AMB X 150 ML + CP MED",amoxicilina,Generic,I,N,N,N,22.94
29773,"PRATI DONADUZZI & CIA LTDA",AMOXICILINA,"100 MG/ML PO P/ SUSP OR CX 50 FR PLAS AMB X 150 ML + 50 CP MED (EMB HOSP)",amoxicilina,Generic,I,S,N,N,553.13
29778,"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.","LOSARTANA POTASSICA","50 MG COM REV CT 2 BL AL PLAS OPC X 10","losartana potassica",Generic,I,N,N,N,31.36
29804,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"10% FRASCO PLASTICO DE 100 ML",glicose,Specific,II,N,N,N,1.61
29809,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE SODIO","10% AMPOLA PLASTICA 20 ML","cloreto de sodio",Specific,II,N,N,N,0.63
29810,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","AGUA PARA INJECAO","FRASCO PLASTICO DE 250 ML","AGUA PARA INJETAVEIS",Specific,II,N,N,N,1.62
29811,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE SODIO","0.9% FRASCO PLASTICO DE 250 ML","cloreto de sodio",Specific,II,N,N,N,1.23
29812,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"10% FRASCO PLASTICO DE 500 ML",glicose,Specific,II,N,N,N,2.60
29813,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE SODIO","0.9% FRASCO PLASTICO DE 100 ML","cloreto de sodio",Specific,II,N,N,N,1.31
29814,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE POTASSIO","AMPOLA PLASTICA 10 ML","cloreto de potassio",Specific,II,N,N,N,0.49
29817,"PRATI DONADUZZI & CIA LTDA","PROPIONATO DE CLOBETASOL","0.5 MG/G CREM DERM CX 100 BG PLAS OPC X 30 G (EMB HOSP)","propionato de clobetasol",Generic,I,S,N,N,569.25
29823,"EUROFARMA LABORATORIOS S.A.","SULFATO DE AMICACINA","INJ. 100 MG. CX C/ AMP 2 ML","sulfato de amicacina",Generic,I,N,N,N,3.09
29854,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","CLORETO DE SODIO","0.9% FRASCO PLASTICO DE 500 ML","cloreto de sodio",Specific,II,N,N,N,2.02
29857,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","RINGER SIMPLES","FRASCO PLASTICO 500 ML","cloreto de sodio|cloreto de potassio|cloreto de calcio",Specific,II,N,N,N,1.98
29858,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","RINGER SIMPLES","FRASCO PLASTICO 250 ML","cloreto de sodio|cloreto de potassio|cloreto de calcio",Specific,II,N,N,N,1.29
29861,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","RINGER COM LACTATO","FRASCO PLASTICO 500 ML",NC/NI,Similar,II,N,N,N,2.21
29862,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA",GLICOSE,"10% FRASCO PLASTICO DE 1000 ML",glicose,Specific,II,N,N,N,3.46
29879,"BIOSINTETICA FARMACEUTICA LTDA",FLUCONAZOL,"150 MG CAP GEL DURA CT BL AL PLAS INC X 2",fluconazol,Generic,I,N,N,N,42.32
29924,"BIOSINTETICA FARMACEUTICA LTDA",FLUCONAZOL,"150 MG CAP GEL DURA CT BL AL PLAS INC X 1",fluconazol,Generic,I,N,N,N,21.13
29945,"PRATI DONADUZZI & CIA LTDA","PROPIONATO DE CLOBETASOL","0.5 MG/G POM DERM CX 100 BG AL X 30 G (EMB HOSP)","propionato de clobetasol",Generic,I,S,N,N,607.71
29951,"PRATI DONADUZZI & CIA LTDA",ACICLOVIR,"200 MG COM CT BL AL PLAS INC X 150 (EMB HOSP)",aciclovir,Generic,I,S,N,N,166.18
29963,"EMS S/A","CLOR. DILTIAZEN","SR 120MG FR 20 CAPS","cloridrato de diltiazem",Generic,I,N,N,N,18.89
29964,"EMS S/A","CLOR. DILTIAZEN","SR 90MG FR 20 CAPS","cloridrato de diltiazem",Generic,I,N,N,N,15.08
29965,"EMS S/A","CLOR. SOTALOL","160MG 2BL X 10 COMP","cloridrato de sotalol",Generic,I,N,N,N,24.06
29966,"EMS S/A","CLORIDRATO DE TERBINAFINA","125MG 1BL X 14 COMP","cloridrato de terbinafina",Generic,I,N,N,N,23.99
29968,"EMS S/A","CLORIDRATO DE TERBINAFINA","250MG 1BL X 7 COMP","cloridrato de terbinafina",Generic,I,N,N,N,23.01
29969,"EMS S/A","CLOR. TRAMADOL","100MG 1BL X 10 COMP","cloridrato de tramadol",Generic,I,N,N,N,34.86
29970,"EMS S/A",CLOR.TERAZOSINA,"2MG 1BL X 14 COMP","cloridrato de terazosina",Generic,I,N,N,N,35.14
29971,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE NORTRIPTILINA","75 MG CP GEL DURA CT BL AL PLAST INC X 20","cloridrato de nortriptilina",Generic,I,N,N,N,15.40
29972,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE NORTRIPTILINA","50 MG CP GEL DURA CT BL AL PLAST INC 20","cloridrato de nortriptilina",Generic,I,N,N,N,11.97
29973,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE NORTRIPTILINA","25 MG CP GEL DURA CT BL AL PLAST INC X 20","cloridrato de nortriptilina",Generic,I,N,N,N,8.22
29980,"EUROFARMA LABORATORIOS S.A.","CLORIDRATO DE NORTRIPTILINA","10 MG CP GEL DURA BL AL PLAST X 20","cloridrato de nortriptilina",Generic,I,N,N,N,5.24
29982,"FARMACE INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA","AGUA PARA INJECAO","FRASCO PLASTICO DE 100 ML","AGUA PARA INJETAVEIS",Specific,II,N,N,N,1.38
29986,"PRATI DONADUZZI & CIA LTDA",NISTATINA,"25.000 UI/G CREM VAG CT BG PLAS OPC X 50 G + APLIC",nistatina,Generic,I,N,N,N,5.19
29995,"PRATI DONADUZZI & CIA LTDA","BROMIDRATO DE FENOTEROL","5 MG/ML SOL OR CT FR VD AMB GOT X 20 ML","bromidrato de fenoterol",Generic,I,N,N,N,2.35
29996,"PRATI DONADUZZI & CIA LTDA",ACEBROFILINA,"10 MG/ ML XPE CT FR PLAS AMB X 120 ML + CP MED",acebrofilina,Generic,I,N,N,N,13.29
29997,"PRATI DONADUZZI & CIA LTDA",ACEBROFILINA,"10 MG/ ML XPE CX 50 FR VD AMB X 120 ML + 50 CP MED (EMB HOSP)",acebrofilina,Generic,I,S,N,N,398.82
29998,"PRATI DONADUZZI & CIA LTDA",ACEBROFILINA,"5 MG/ ML XPE CX 50 FR VD AMB X 120 ML + 50 CP MED (EMB HOSP)",acebrofilina,Generic,I,S,N,N,295.46
29999,"PRATI DONADUZZI & CIA LTDA",PIROXICAM,"20 MG CAP GEL DURA CT BL AL PLAS INC X 10",piroxicam,Generic,I,N,N,N,7.53
30003,"PRATI DONADUZZI & CIA LTDA","PROPIONATO DE CLOBETASOL","0.5 MG/G POM DERM CT BG PLAS OPC X 30 G","propionato de clobetasol",Generic,I,N,N,N,9.41
30015,"EMS S/A",DIAZEPAM,"10 MG COM CT BL AL PLAS INC X 3",diazepam,Generic,I,N,N,N,6.82
30016,"EMS S/A","DICLOFENACO SODICO","50MG 1 BL X 20 COMP","diclofenaco sodico|diclofenaco",Generic,I,N,N,N,7.80
30017,"EMS S/A","DICLOFENACO SODICO","INJ CX C/5 AMP X 3 ML","diclofenaco sodico|diclofenaco",Generic,I,N,N,N,3.69
30018,"EMS S/A","DICLOFENACO SODICO","INJ CXC/50 AMP X 3 ML","diclofenaco sodico|diclofenaco",Generic,I,N,N,N,35.37
30031,"PRATI DONADUZZI & CIA LTDA","PROPIONATO DE CLOBETASOL","0.5 MG/G POM DERM CX 100 BG PLAS OPC X 30 G (EMB HOSP)","propionato de clobetasol",Generic,I,S,N,N,607.71
30032,"PRATI DONADUZZI & CIA LTDA","ACETONIDO DE TRIANCINOLONA","1 MG/G POM BUCAL CT BG PLAS OPC X 10 G","triancinolona acetonida",Generic,I,N,N,N,6.43
30064,"LABORATORIOS PIERRE FABRE DO BRASIL LTDA","CLORETO DE POTASSIO","CLORETOPOTASSIO10% 10MLTO","cloreto de potassio",Specific,II,N,N,N,0.37
30108,"EMS S/A","SULFATO AMICACINA","500MG 2ML C/50","sulfato de amicacina",Generic,I,N,N,N,393.86
30109,"EMS S/A","SULFATO AMICACINA","1G 4ML C/50","sulfato de amicacina",Generic,I,N,N,N,682.71
30112,"EMS S/A","SULFATO GENTAMICINA","160MG 1APX2ML","sulfato de gentamicina",Generic,I,N,N,N,4.64
30118,"LABORATORIOS PIERRE FABRE DO BRASIL LTDA","CLORETO DE SODIO","CLORETO DE SODIO 10% 10ML TO","cloreto de sodio",Specific,II,N,N,N,0.37
30120,"BIOLAB FARMA GENERICOS LTDA","ALENDRONATO DE SODIO","70 MG COM CT BL AL PLAS INC X 8","ALENDRONATO DE SODIO TRI-HIDRATADO",Generic,I,N,N,N,93.64
