pharmacyName,"coalesce(DiseaseName, 'Total')",Prescription_Count
"Healthy Floyds","Parkinson's disease",1
"Healthy Floyds","Rheumatoid arthritis",1
"Healthy Floyds","Thromboangiitis obliterans",1
"Heartland Pharmacy",Total,18
"Heartland Pharmacy","Diabetes mellitus type 2",3
"Heartland Pharmacy","Amyotrophic lateral sclerosis",2
"Heartland Pharmacy","Crohn's disease",2
"Heartland Pharmacy",Atherosclerosis,2
"Heartland Pharmacy",Asthma,1
"Heartland Pharmacy","Chronic fatigue syndrome",1
"Heartland Pharmacy","Diabetes mellitus type 1",1
"Heartland Pharmacy","Irritable bowel syndrome",1
"Heartland Pharmacy","Multiple sclerosis",1
"Heartland Pharmacy","Parkinson's disease",1
"Heartland Pharmacy","Rheumatoid arthritis",1
"Heartland Pharmacy",Vasculitis,1
"Heartland Pharmacy","Alzheimer's disease",1
"Hearty Mart",Total,15
"Hearty Mart","Coronary heart disease",3
"Hearty Mart","Metabolic syndrome",3
"Hearty Mart","Amyotrophic lateral sclerosis",1
"Hearty Mart",Asthma,1
"Hearty Mart",Atherosclerosis,1
"Hearty Mart","Bipolar disorder",1
"Hearty Mart","Dilated cardiomyopathy",1
"Hearty Mart","Irritable bowel syndrome",1
"Hearty Mart",Obesity,1
"Hearty Mart","Tourette syndrome",1
"Hearty Mart",Vasculitis,1
"Holloway Pharmacy",Total,19
"Holloway Pharmacy","Irritable bowel syndrome",2
"Holloway Pharmacy","Chronic obstructive pulmonary disease",2
"Holloway Pharmacy","Diabetes mellitus type 2",2
"Holloway Pharmacy","Guillain–Barré syndrome",2
"Holloway Pharmacy",Autism,1
"Holloway Pharmacy","Chronic fatigue syndrome",1
"Holloway Pharmacy","Crohn's disease",1
"Holloway Pharmacy","Diabetes mellitus type 1",1
"Holloway Pharmacy","Anorexia nervosa",1
"Holloway Pharmacy","Low back pain",1
"Holloway Pharmacy","Multiple sclerosis",1
"Holloway Pharmacy","Myocardial infarction",1
"Holloway Pharmacy","Panic disorder",1
"Holloway Pharmacy",Schizophrenia,1
"Holloway Pharmacy","Tourette syndrome",1
"Hometown Pharmacy Services",Total,18
"Hometown Pharmacy Services",Schizophrenia,2
"Hometown Pharmacy Services","Anorexia nervosa",2
"Hometown Pharmacy Services",Lupus,2
"Hometown Pharmacy Services","Alzheimer's disease",1
"Hometown Pharmacy Services",Asthma,1
"Hometown Pharmacy Services",Autism,1
"Hometown Pharmacy Services","Bipolar disorder",1
"Hometown Pharmacy Services",Cancer,1
"Hometown Pharmacy Services","Coronary heart disease",1
"Hometown Pharmacy Services","Crohn's disease",1
"Hometown Pharmacy Services","Diabetes mellitus type 2",1
"Hometown Pharmacy Services","Irritable bowel syndrome",1
"Hometown Pharmacy Services","Metabolic syndrome",1
"Hometown Pharmacy Services",Vasculitis,1
"Hometown Pharmacy Services","Parkinson's disease",1
"IDL Drug Stores",Total,12
"IDL Drug Stores","Bipolar disorder",3
"IDL Drug Stores","Amyotrophic lateral sclerosis",1
"IDL Drug Stores","Autoimmune diseases",1
"IDL Drug Stores","Crohn's disease",1
"IDL Drug Stores",Epilepsy,1
"IDL Drug Stores","Guillain–Barré syndrome",1
"IDL Drug Stores","Irritable bowel syndrome",1
"IDL Drug Stores",Psoriasis,1
"IDL Drug Stores",Schizophrenia,1
"IDL Drug Stores",Stroke,1
"Innovia Drug Stores",Total,16
"Innovia Drug Stores","Panic disorder",2
"Innovia Drug Stores","Crohn's disease",2
"Innovia Drug Stores",Autism,2
"Innovia Drug Stores",Atherosclerosis,1
"Innovia Drug Stores","Autoimmune diseases",1
"Innovia Drug Stores",Dementia,1
"Innovia Drug Stores",Depression,1
"Innovia Drug Stores",Epilepsy,1
"Innovia Drug Stores","Irritable bowel syndrome",1
"Innovia Drug Stores","Parkinson's disease",1
"Innovia Drug Stores","Rheumatoid arthritis",1
"Innovia Drug Stores",Schizophrenia,1
"Innovia Drug Stores",Asthma,1
"Jack’s Discount Pharmacy",Total,28
"Jack’s Discount Pharmacy","Thromboangiitis obliterans",4
"Jack’s Discount Pharmacy","Chronic obstructive pulmonary disease",4
"Jack’s Discount Pharmacy","Attention deficit hyperactivity disorder",3
"Jack’s Discount Pharmacy","Anorexia nervosa",2
"Jack’s Discount Pharmacy","Diabetes mellitus type 2",2
"Jack’s Discount Pharmacy","Tourette syndrome",2
"Jack’s Discount Pharmacy","Anxiety disorder",1
"Jack’s Discount Pharmacy","Crohn's disease",1
"Jack’s Discount Pharmacy","Dilated cardiomyopathy",1
"Jack’s Discount Pharmacy","Low back pain",1
"Jack’s Discount Pharmacy","Metabolic syndrome",1
"Jack’s Discount Pharmacy","Myocardial infarction",1
"Jack’s Discount Pharmacy","Obsessive–compulsive disorder",1
"Jack’s Discount Pharmacy","Panic disorder",1
"Jack’s Discount Pharmacy","Parkinson's disease",1
"Jack’s Discount Pharmacy",Psoriasis,1
"Jack’s Discount Pharmacy","Rheumatoid arthritis",1
"Kerr Drug",Total,11
"Kerr Drug","Attention deficit hyperactivity disorder",1
"Kerr Drug",Autism,1
"Kerr Drug","Bipolar disorder",1
"Kerr Drug","Chronic fatigue syndrome",1
"Kerr Drug","Chronic obstructive pulmonary disease",1
"Kerr Drug","Diabetes mellitus type 2",1
"Kerr Drug",Lupus,1
"Kerr Drug","Multiple sclerosis",1
"Kerr Drug",Obesity,1
"Kerr Drug","Parkinson's disease",1
"Kerr Drug","Thromboangiitis obliterans",1
"Keystone Pharmacy",Total,15
"Keystone Pharmacy",Dementia,3
"Keystone Pharmacy","Alzheimer's disease",2
"Keystone Pharmacy",Autism,1
"Keystone Pharmacy","Autoimmune diseases",1
"Keystone Pharmacy","Bipolar disorder",1
"Keystone Pharmacy","Chronic fatigue syndrome",1
"Keystone Pharmacy","Anxiety disorder",1
"Keystone Pharmacy","Dilated cardiomyopathy",1
"Keystone Pharmacy","Parkinson's disease",1
"Keystone Pharmacy",Psoriasis,1
"Keystone Pharmacy",Stroke,1
"Keystone Pharmacy",Atherosclerosis,1
"Lakeside Pharmacy",Total,19
"Lakeside Pharmacy","Amyotrophic lateral sclerosis",2
"Lakeside Pharmacy","Anxiety disorder",2
"Lakeside Pharmacy","Coronary heart disease",2
"Lakeside Pharmacy",Epilepsy,2
"Lakeside Pharmacy","Alzheimer's disease",1
"Lakeside Pharmacy","Attention deficit hyperactivity disorder",1
"Lakeside Pharmacy","Chronic obstructive pulmonary disease",1
"Lakeside Pharmacy",Dementia,1
"Lakeside Pharmacy","Dilated cardiomyopathy",1
"Lakeside Pharmacy","Irritable bowel syndrome",1
"Lakeside Pharmacy","Metabolic syndrome",1
"Lakeside Pharmacy","Rheumatoid arthritis",1
"Lakeside Pharmacy",Stroke,1
"Lakeside Pharmacy","Thromboangiitis obliterans",1
"Lakeside Pharmacy",Vasculitis,1
Lifechek,Total,14
Lifechek,"Autoimmune diseases",3
Lifechek,"Chronic fatigue syndrome",2
Lifechek,Lupus,2
Lifechek,Schizophrenia,2
Lifechek,"Bipolar disorder",1
Lifechek,Dementia,1
Lifechek,"Rheumatoid arthritis",1
Lifechek,Stroke,1
Lifechek,Vasculitis,1
"Lifeshave Pharmacy",Total,20
"Lifeshave Pharmacy",Vasculitis,2
"Lifeshave Pharmacy","Anorexia nervosa",1
"Lifeshave Pharmacy",Asthma,1
"Lifeshave Pharmacy","Autoimmune diseases",1
"Lifeshave Pharmacy","Bipolar disorder",1
"Lifeshave Pharmacy",Cancer,1
"Lifeshave Pharmacy","Crohn's disease",1
"Lifeshave Pharmacy",Depression,1
"Lifeshave Pharmacy","Dilated cardiomyopathy",1
"Lifeshave Pharmacy","Metabolic syndrome",1
"Lifeshave Pharmacy",Obesity,1
"Lifeshave Pharmacy","Obsessive–compulsive disorder",1
"Lifeshave Pharmacy",Psoriasis,1
"Lifeshave Pharmacy","Rheumatoid arthritis",1
"Lifeshave Pharmacy",Sarcoidosis,1
"Lifeshave Pharmacy","Thromboangiitis obliterans",1
"Lifeshave Pharmacy","Tourette syndrome",1
"Lifeshave Pharmacy","Alzheimer's disease",1
"Lifeshave Pharmacy","Amyotrophic lateral sclerosis",1
Lifezest,Total,13
Lifezest,"Alzheimer's disease",2
Lifezest,Stroke,2
Lifezest,"Amyotrophic lateral sclerosis",1
Lifezest,Autism,1
Lifezest,"Chronic obstructive pulmonary disease",1
Lifezest,"Diabetes mellitus type 1",1
Lifezest,Epilepsy,1
Lifezest,"Guillain–Barré syndrome",1
Lifezest,"Metabolic syndrome",1
Lifezest,Psoriasis,1
Lifezest,Vasculitis,1
"Longhorn Pharmacy",Total,16
"Longhorn Pharmacy",Depression,2
"Longhorn Pharmacy","Low back pain",2
"Longhorn Pharmacy","Alzheimer's disease",1
"Longhorn Pharmacy","Attention deficit hyperactivity disorder",1
"Longhorn Pharmacy","Autoimmune diseases",1
"Longhorn Pharmacy","Crohn's disease",1
"Longhorn Pharmacy","Multiple sclerosis",1
"Longhorn Pharmacy","Myocardial infarction",1
"Longhorn Pharmacy",Obesity,1
"Longhorn Pharmacy","Parkinson's disease",1
"Longhorn Pharmacy","Rheumatoid arthritis",1
"Longhorn Pharmacy",Stroke,1
"Longhorn Pharmacy","Thromboangiitis obliterans",1
"Longhorn Pharmacy","Diabetes mellitus type 1",1
"Louis And Clark Drug",Total,20
"Louis And Clark Drug","Crohn's disease",2
"Louis And Clark Drug",Depression,2
"Louis And Clark Drug",Stroke,2
"Louis And Clark Drug","Chronic fatigue syndrome",1
"Louis And Clark Drug","Chronic obstructive pulmonary disease",1
"Louis And Clark Drug","Anxiety disorder",1
"Louis And Clark Drug",Dementia,1
"Louis And Clark Drug",Atherosclerosis,1
"Louis And Clark Drug","Dilated cardiomyopathy",1
"Louis And Clark Drug",Epilepsy,1
"Louis And Clark Drug","Multiple sclerosis",1
"Louis And Clark Drug","Myocardial infarction",1
"Louis And Clark Drug","Parkinson's disease",1
"Louis And Clark Drug","Rheumatoid arthritis",1
"Louis And Clark Drug",Sarcoidosis,1
"Louis And Clark Drug","Attention deficit hyperactivity disorder",1
"Louis And Clark Drug","Autoimmune diseases",1
"Lowry’s Prescriptions",Total,18
"Lowry’s Prescriptions","Panic disorder",3
"Lowry’s Prescriptions","Dilated cardiomyopathy",2
"Lowry’s Prescriptions","Metabolic syndrome",2
"Lowry’s Prescriptions","Obsessive–compulsive disorder",2
"Lowry’s Prescriptions","Alzheimer's disease",1
"Lowry’s Prescriptions","Bipolar disorder",1
"Lowry’s Prescriptions","Multiple sclerosis",1
"Lowry’s Prescriptions","Myocardial infarction",1
"Lowry’s Prescriptions","Chronic fatigue syndrome",1
"Lowry’s Prescriptions","Coronary heart disease",1
"Lowry’s Prescriptions",Psoriasis,1
"Lowry’s Prescriptions",Schizophrenia,1
"Lowry’s Prescriptions","Crohn's disease",1
"Lyfe Pharmacy",Total,22
"Lyfe Pharmacy","Myocardial infarction",5
"Lyfe Pharmacy",Atherosclerosis,2
"Lyfe Pharmacy","Crohn's disease",2
"Lyfe Pharmacy","Alzheimer's disease",1
"Lyfe Pharmacy","Anorexia nervosa",1
"Lyfe Pharmacy",Dementia,1
"Lyfe Pharmacy",Depression,1
"Lyfe Pharmacy",Epilepsy,1
"Lyfe Pharmacy","Guillain–Barré syndrome",1
"Lyfe Pharmacy","Irritable bowel syndrome",1
"Lyfe Pharmacy","Low back pain",1
"Lyfe Pharmacy",Lupus,1
"Lyfe Pharmacy","Multiple sclerosis",1
"Lyfe Pharmacy",Obesity,1
"Lyfe Pharmacy","Panic disorder",1
"Lyfe Pharmacy",Stroke,1
"Maplewood Pharmacy",Total,20
"Maplewood Pharmacy","Diabetes mellitus type 2",3
"Maplewood Pharmacy","Anorexia nervosa",2
"Maplewood Pharmacy","Myocardial infarction",2
"Maplewood Pharmacy","Bipolar disorder",2
"Maplewood Pharmacy","Chronic fatigue syndrome",2
"Maplewood Pharmacy","Anxiety disorder",1
"Maplewood Pharmacy",Epilepsy,1
"Maplewood Pharmacy","Guillain–Barré syndrome",1
"Maplewood Pharmacy","Low back pain",1
"Maplewood Pharmacy","Panic disorder",1
"Maplewood Pharmacy","Parkinson's disease",1
"Maplewood Pharmacy","Thromboangiitis obliterans",1
"Maplewood Pharmacy",Vasculitis,1
"Maplewood Pharmacy","Alzheimer's disease",1
"Max Health",Total,16
"Max Health","Alzheimer's disease",2
"Max Health",Autism,2
"Max Health",Schizophrenia,2
"Max Health","Autoimmune diseases",1
"Max Health","Chronic fatigue syndrome",1
"Max Health","Chronic obstructive pulmonary disease",1
"Max Health","Coronary heart disease",1
"Max Health","Multiple sclerosis",1
"Max Health","Myocardial infarction",1
"Max Health",Obesity,1
"Max Health","Rheumatoid arthritis",1
"Max Health",Sarcoidosis,1
"Max Health","Tourette syndrome",1
"Med-X Drug",Total,14
"Med-X Drug","Anxiety disorder",1
"Med-X Drug",Autism,1
"Med-X Drug","Bipolar disorder",1
"Med-X Drug","Chronic obstructive pulmonary disease",1
"Med-X Drug","Coronary heart disease",1
"Med-X Drug",Depression,1
"Med-X Drug","Diabetes mellitus type 2",1
"Med-X Drug","Guillain–Barré syndrome",1
"Med-X Drug",Lupus,1
"Med-X Drug","Metabolic syndrome",1
"Med-X Drug","Obsessive–compulsive disorder",1
"Med-X Drug","Panic disorder",1
"Med-X Drug",Psoriasis,1
"Med-X Drug","Thromboangiitis obliterans",1
MedImpact,Total,12
MedImpact,"Anxiety disorder",2
MedImpact,"Attention deficit hyperactivity disorder",1
MedImpact,"Chronic obstructive pulmonary disease",1
MedImpact,"Coronary heart disease",1
MedImpact,Dementia,1
MedImpact,Depression,1
MedImpact,"Diabetes mellitus type 2",1
MedImpact,"Multiple sclerosis",1
MedImpact,Obesity,1
MedImpact,"Obsessive–compulsive disorder",1
MedImpact,Asthma,1
Mediserv,Total,20
Mediserv,Asthma,2
Mediserv,"Diabetes mellitus type 2",2
Mediserv,Obesity,2
Mediserv,"Autoimmune diseases",1
Mediserv,"Chronic fatigue syndrome",1
Mediserv,"Chronic obstructive pulmonary disease",1
Mediserv,"Dilated cardiomyopathy",1
Mediserv,Epilepsy,1
Mediserv,"Guillain–Barré syndrome",1
Mediserv,"Low back pain",1
Mediserv,"Metabolic syndrome",1
Mediserv,"Obsessive–compulsive disorder",1
Mediserv,"Panic disorder",1
Mediserv,Psoriasis,1
Mediserv,"Rheumatoid arthritis",1
Mediserv,Sarcoidosis,1
Mediserv,Vasculitis,1
Medisuite,Total,11
Medisuite,Atherosclerosis,2
Medisuite,Depression,2
Medisuite,Epilepsy,1
Medisuite,Lupus,1
Medisuite,"Metabolic syndrome",1
Medisuite,"Panic disorder",1
Medisuite,"Rheumatoid arthritis",1
Medisuite,"Thromboangiitis obliterans",1
Medisuite,"Tourette syndrome",1
Medlife,Total,18
Medlife,Lupus,3
Medlife,"Chronic fatigue syndrome",2
Medlife,"Anorexia nervosa",2
Medlife,"Amyotrophic lateral sclerosis",1
Medlife,"Crohn's disease",1
Medlife,Dementia,1
Medlife,"Diabetes mellitus type 1",1
Medlife,"Diabetes mellitus type 2",1
Medlife,"Dilated cardiomyopathy",1
Medlife,"Autoimmune diseases",1
Medlife,"Multiple sclerosis",1
Medlife,"Obsessive–compulsive disorder",1
Medlife,"Thromboangiitis obliterans",1
Medlife,Asthma,1
MedMinder,Total,11
MedMinder,"Attention deficit hyperactivity disorder",2
MedMinder,"Anorexia nervosa",1
MedMinder,Asthma,1
MedMinder,"Coronary heart disease",1
MedMinder,"Crohn's disease",1
MedMinder,"Diabetes mellitus type 2",1
MedMinder,Epilepsy,1
MedMinder,"Parkinson's disease",1
MedMinder,"Tourette syndrome",1
MedMinder,Vasculitis,1
MedOne,Total,18
MedOne,"Obsessive–compulsive disorder",2
MedOne,"Diabetes mellitus type 1",2
MedOne,Atherosclerosis,2
MedOne,"Anxiety disorder",1
MedOne,"Autoimmune diseases",1
MedOne,"Bipolar disorder",1
MedOne,Cancer,1
MedOne,"Low back pain",1
MedOne,"Metabolic syndrome",1
MedOne,Obesity,1
MedOne,"Myocardial infarction",1
MedOne,Psoriasis,1
MedOne,"Rheumatoid arthritis",1
MedOne,"Tourette syndrome",1
MedOne,"Multiple sclerosis",1
MedSavvy,Total,23
MedSavvy,"Crohn's disease",2
MedSavvy,Depression,2
MedSavvy,"Diabetes mellitus type 2",2
MedSavvy,"Dilated cardiomyopathy",2
MedSavvy,Lupus,2
MedSavvy,"Metabolic syndrome",2
MedSavvy,Sarcoidosis,2
MedSavvy,Autism,1
MedSavvy,"Guillain–Barré syndrome",1
MedSavvy,"Low back pain",1
MedSavvy,Cancer,1
MedSavvy,Dementia,1
MedSavvy,Psoriasis,1
MedSavvy,"Alzheimer's disease",1
MedSavvy,Stroke,1
MedSavvy,Atherosclerosis,1
MedShoppe,Total,23
MedShoppe,Sarcoidosis,3
MedShoppe,"Dilated cardiomyopathy",3
MedShoppe,Cancer,2
MedShoppe,Vasculitis,2
MedShoppe,Atherosclerosis,1
MedShoppe,"Autoimmune diseases",1
MedShoppe,"Coronary heart disease",1
MedShoppe,"Diabetes mellitus type 2",1
MedShoppe,Epilepsy,1
MedShoppe,Lupus,1
MedShoppe,"Multiple sclerosis",1
MedShoppe,Obesity,1
MedShoppe,Schizophrenia,1
MedShoppe,"Thromboangiitis obliterans",1
MedShoppe,"Tourette syndrome",1
MedShoppe,"Anorexia nervosa",1
MedShoppe,"Anxiety disorder",1
"Midtown Express",Total,15
"Midtown Express",Autism,3
"Midtown Express","Autoimmune diseases",1
"Midtown Express",Cancer,1
"Midtown Express","Coronary heart disease",1
"Midtown Express","Crohn's disease",1
"Midtown Express","Diabetes mellitus type 1",1
"Midtown Express","Low back pain",1
"Midtown Express",Lupus,1
"Midtown Express","Myocardial infarction",1
"Midtown Express","Obsessive–compulsive disorder",1
"Midtown Express",Psoriasis,1
"Midtown Express",Schizophrenia,1
"Midtown Express","Thromboangiitis obliterans",1
MobiMeds,Total,17
MobiMeds,"Multiple sclerosis",2
MobiMeds,"Amyotrophic lateral sclerosis",1
MobiMeds,Autism,1
MobiMeds,"Chronic fatigue syndrome",1
MobiMeds,"Chronic obstructive pulmonary disease",1
MobiMeds,Depression,1
MobiMeds,"Diabetes mellitus type 1",1
MobiMeds,"Diabetes mellitus type 2",1
MobiMeds,"Dilated cardiomyopathy",1
MobiMeds,Epilepsy,1
MobiMeds,"Guillain–Barré syndrome",1
MobiMeds,"Irritable bowel syndrome",1
MobiMeds,"Low back pain",1
MobiMeds,"Metabolic syndrome",1
MobiMeds,"Myocardial infarction",1
MobiMeds,Obesity,1
"Modern Health",Total,18
"Modern Health",Atherosclerosis,2
"Modern Health","Obsessive–compulsive disorder",2
"Modern Health",Sarcoidosis,2
"Modern Health",Schizophrenia,2
"Modern Health","Anxiety disorder",2
"Modern Health","Low back pain",1
"Modern Health","Autoimmune diseases",1
"Modern Health","Panic disorder",1
"Modern Health","Parkinson's disease",1
"Modern Health",Depression,1
"Modern Health",Epilepsy,1
"Modern Health","Thromboangiitis obliterans",1
"Modern Health","Irritable bowel syndrome",1
Neighborcare,Total,16
Neighborcare,"Alzheimer's disease",1
Neighborcare,"Amyotrophic lateral sclerosis",1
Neighborcare,"Anorexia nervosa",1
Neighborcare,"Anxiety disorder",1
Neighborcare,Asthma,1
Neighborcare,"Bipolar disorder",1
Neighborcare,"Coronary heart disease",1
Neighborcare,Dementia,1
Neighborcare,Depression,1
Neighborcare,"Diabetes mellitus type 2",1
Neighborcare,"Guillain–Barré syndrome",1
Neighborcare,"Metabolic syndrome",1
Neighborcare,"Obsessive–compulsive disorder",1
Neighborcare,Psoriasis,1
Neighborcare,Stroke,1
Neighborcare,Vasculitis,1
Neighbors,Total,18
Neighbors,Atherosclerosis,2
Neighbors,"Chronic obstructive pulmonary disease",2
Neighbors,"Crohn's disease",2
Neighbors,Depression,1
Neighbors,"Diabetes mellitus type 1",1
Neighbors,Epilepsy,1
Neighbors,"Guillain–Barré syndrome",1
Neighbors,"Irritable bowel syndrome",1
Neighbors,"Metabolic syndrome",1
Neighbors,"Multiple sclerosis",1
Neighbors,"Myocardial infarction",1
Neighbors,Psoriasis,1
Neighbors,"Rheumatoid arthritis",1
Neighbors,"Tourette syndrome",1
Neighbors,"Anxiety disorder",1
"New Era",Total,15
"New Era","Myocardial infarction",2
"New Era","Parkinson's disease",2
"New Era",Vasculitis,2
"New Era","Anorexia nervosa",1
"New Era",Asthma,1
"New Era","Attention deficit hyperactivity disorder",1
"New Era","Autoimmune diseases",1
"New Era",Cancer,1
"New Era",Dementia,1
"New Era",Lupus,1
"New Era",Sarcoidosis,1
"New Era","Thromboangiitis obliterans",1
"Newday Drug Store",Total,17
"Newday Drug Store","Diabetes mellitus type 1",4
"Newday Drug Store","Amyotrophic lateral sclerosis",2
"Newday Drug Store",Cancer,2
"Newday Drug Store","Alzheimer's disease",2
"Newday Drug Store",Asthma,1
"Newday Drug Store","Attention deficit hyperactivity disorder",1
"Newday Drug Store",Autism,1
"Newday Drug Store","Autoimmune diseases",1
"Newday Drug Store",Obesity,1
"Newday Drug Store",Vasculitis,1
"Newday Drug Store","Bipolar disorder",1
"North East Pharmacy",Total,14
"North East Pharmacy",Cancer,2
"North East Pharmacy",Atherosclerosis,1
"North East Pharmacy","Attention deficit hyperactivity disorder",1
"North East Pharmacy","Autoimmune diseases",1
"North East Pharmacy","Coronary heart disease",1
"North East Pharmacy","Crohn's disease",1
"North East Pharmacy",Dementia,1
"North East Pharmacy",Depression,1
"North East Pharmacy","Multiple sclerosis",1
"North East Pharmacy","Obsessive–compulsive disorder",1
"North East Pharmacy",Sarcoidosis,1
"North East Pharmacy",Vasculitis,1
"North East Pharmacy","Amyotrophic lateral sclerosis",1
"Northport Pharmacy",Total,12
"Northport Pharmacy","Bipolar disorder",2
"Northport Pharmacy",Dementia,2
"Northport Pharmacy","Amyotrophic lateral sclerosis",1
"Northport Pharmacy","Anorexia nervosa",1
"Northport Pharmacy","Anxiety disorder",1
"Northport Pharmacy",Asthma,1
"Northport Pharmacy",Atherosclerosis,1
"Northport Pharmacy","Autoimmune diseases",1
"Northport Pharmacy",Cancer,1
"Northport Pharmacy","Parkinson's disease",1
"Northwest Medication Management",Total,25
"Northwest Medication Management","Metabolic syndrome",3
"Northwest Medication Management","Rheumatoid arthritis",3
"Northwest Medication Management","Chronic obstructive pulmonary disease",2
"Northwest Medication Management","Myocardial infarction",2
"Northwest Medication Management",Dementia,1
"Northwest Medication Management","Diabetes mellitus type 1",1
"Northwest Medication Management",Epilepsy,1
"Northwest Medication Management","Guillain–Barré syndrome",1
"Northwest Medication Management","Irritable bowel syndrome",1
"Northwest Medication Management","Anorexia nervosa",1
"Northwest Medication Management","Anxiety disorder",1
"Northwest Medication Management","Obsessive–compulsive disorder",1
"Northwest Medication Management","Panic disorder",1
"Northwest Medication Management",Psoriasis,1
"Northwest Medication Management",Cancer,1
"Northwest Medication Management",Sarcoidosis,1
"Northwest Medication Management",Stroke,1
"Northwest Medication Management",Vasculitis,1
"Northwest Medication Management","Chronic fatigue syndrome",1
"Northwest Pharmacy",Total,19
"Northwest Pharmacy","Attention deficit hyperactivity disorder",2
"Northwest Pharmacy","Alzheimer's disease",1
"Northwest Pharmacy","Anxiety disorder",1
"Northwest Pharmacy",Autism,1
"Northwest Pharmacy","Chronic obstructive pulmonary disease",1
"Northwest Pharmacy",Epilepsy,1
"Northwest Pharmacy","Metabolic syndrome",1
"Northwest Pharmacy","Multiple sclerosis",1
"Northwest Pharmacy",Obesity,1
"Northwest Pharmacy","Panic disorder",1
"Northwest Pharmacy","Parkinson's disease",1
"Northwest Pharmacy",Psoriasis,1
"Northwest Pharmacy","Rheumatoid arthritis",1
"Northwest Pharmacy",Sarcoidosis,1
"Northwest Pharmacy",Schizophrenia,1
"Northwest Pharmacy",Stroke,1
"Northwest Pharmacy","Tourette syndrome",1
"Northwest Pharmacy",Vasculitis,1
Omnicare,Total,18
Omnicare,"Attention deficit hyperactivity disorder",2
Omnicare,Dementia,2
Omnicare,Stroke,2
Omnicare,Asthma,1
Omnicare,Atherosclerosis,1
Omnicare,"Chronic obstructive pulmonary disease",1
Omnicare,"Dilated cardiomyopathy",1
Omnicare,"Irritable bowel syndrome",1
Omnicare,"Low back pain",1
Omnicare,"Multiple sclerosis",1
Omnicare,"Obsessive–compulsive disorder",1
Omnicare,"Parkinson's disease",1
Omnicare,Schizophrenia,1
Omnicare,"Amyotrophic lateral sclerosis",1
Omnicare,"Anxiety disorder",1
OptumRx,Total,23
OptumRx,Autism,3
OptumRx,Dementia,3
OptumRx,Epilepsy,3
OptumRx,Lupus,3
OptumRx,"Autoimmune diseases",2
OptumRx,"Alzheimer's disease",1
OptumRx,"Attention deficit hyperactivity disorder",1
OptumRx,Cancer,1
OptumRx,Depression,1
OptumRx,"Dilated cardiomyopathy",1
OptumRx,"Guillain–Barré syndrome",1
OptumRx,"Parkinson's disease",1
OptumRx,Schizophrenia,1
OptumRx,"Thromboangiitis obliterans",1
"Outpatient Pharmacy",Total,26
"Outpatient Pharmacy","Rheumatoid arthritis",4
"Outpatient Pharmacy","Parkinson's disease",3
"Outpatient Pharmacy","Bipolar disorder",2
"Outpatient Pharmacy","Dilated cardiomyopathy",2
"Outpatient Pharmacy","Multiple sclerosis",2
"Outpatient Pharmacy",Dementia,1
"Outpatient Pharmacy","Diabetes mellitus type 2",1
"Outpatient Pharmacy",Epilepsy,1
"Outpatient Pharmacy","Irritable bowel syndrome",1
"Outpatient Pharmacy","Low back pain",1
"Outpatient Pharmacy","Alzheimer's disease",1
"Outpatient Pharmacy","Anorexia nervosa",1
"Outpatient Pharmacy",Psoriasis,1
"Outpatient Pharmacy",Cancer,1
"Outpatient Pharmacy",Schizophrenia,1
"Outpatient Pharmacy",Stroke,1
"Outpatient Pharmacy","Tourette syndrome",1
"Outpatient Pharmacy","Coronary heart disease",1
"Pacific Medical",Total,24
"Pacific Medical",Depression,2
"Pacific Medical","Chronic obstructive pulmonary disease",2
"Pacific Medical","Myocardial infarction",2
"Pacific Medical",Psoriasis,2
"Pacific Medical","Attention deficit hyperactivity disorder",1
"Pacific Medical",Autism,1
"Pacific Medical","Coronary heart disease",1
"Pacific Medical","Crohn's disease",1
"Pacific Medical","Amyotrophic lateral sclerosis",1
"Pacific Medical","Diabetes mellitus type 2",1
"Pacific Medical",Epilepsy,1
"Pacific Medical","Metabolic syndrome",1
"Pacific Medical",Obesity,1
"Pacific Medical","Obsessive–compulsive disorder",1
"Pacific Medical","Parkinson's disease",1
"Pacific Medical",Sarcoidosis,1
"Pacific Medical",Schizophrenia,1
"Pacific Medical",Stroke,1
"Pacific Medical","Thromboangiitis obliterans",1
"Pacific Medical",Atherosclerosis,1
"Pavilions Pharmacy",Total,9
"Pavilions Pharmacy","Autoimmune diseases",1
"Pavilions Pharmacy","Chronic fatigue syndrome",1
"Pavilions Pharmacy","Crohn's disease",1
"Pavilions Pharmacy",Depression,1
"Pavilions Pharmacy","Irritable bowel syndrome",1
"Pavilions Pharmacy","Low back pain",1
"Pavilions Pharmacy",Lupus,1
"Pavilions Pharmacy","Obsessive–compulsive disorder",1
"Pavilions Pharmacy","Tourette syndrome",1
"Pearl River Pharmacy",Total,14
"Pearl River Pharmacy","Diabetes mellitus type 2",2
"Pearl River Pharmacy","Panic disorder",2
"Pearl River Pharmacy",Sarcoidosis,2
"Pearl River Pharmacy","Low back pain",1
"Pearl River Pharmacy","Metabolic syndrome",1
"Pearl River Pharmacy","Multiple sclerosis",1
"Pearl River Pharmacy",Obesity,1
"Pearl River Pharmacy","Coronary heart disease",1
"Pearl River Pharmacy",Depression,1
"Pearl River Pharmacy",Vasculitis,1
"Pearl River Pharmacy",Asthma,1
PersonalRX,Total,19
PersonalRX,"Crohn's disease",2
PersonalRX,Dementia,2
